16:10334518-10347629	.10334497-10347640.vcf.VMV1
16:19242902-19281196	.19242857-19281311.vcf.VMV1
16:19280068-19393237	.19280026-20151239.m226.1_19280068-19393255.VMV1
16:19393272-19704271	.19280026-20151239.m226.2_19393255-19704315.VMV1
16:19704351-20031173	.19280026-20151239.m226.2_19704351-20031173.VMV1
16:19929128-20151238	.19280026-20151239.m226.2_19929128-20151238.VMV1
16:1997385-2087556	.1997363-2087559.vcf.VMV1
16:20150224-20268698	.20150196-20268864.vcf.VMV1
16:20266532-20348048	.20266404-20348105.vcf.VMV1
16:20344050-20420052	.20344015-20420155.vcf.VMV1
16:20414267-20436798	.20414234-20436803.vcf.VMV1
16:20436218-20786417	.20436165-21242616.m236.1_20436218-20786417.VMV1
16:20654177-21160761	.20436165-21242616.m236.1_20654177-21160761.VMV1
16:21047194-21237371	.20436165-21242616.m236.1_21047194-21237371.VMV1
16:21237386-21242377	.20436165-21242616.m236.1_21237378-21242377.VMV1
16:2085494-2426855	.2085487-2426898.vcf.VMV1
16:21241204-21692241	.21241164-22676579.m238.1_21241204-21692304.VMV1
16:21692311-22264835	.21241164-22676579.m238.2_21692304-22264909.VMV1
16:22264983-22676451	.21241164-22676579.m238.2_22264909-22676451.VMV1
16:22548259-22722826	.22534629-22722986.vcf.VMV1
16:22714866-22738181	.22714723-22738384.vcf.VMV1
16:22737731-22796822	.22737692-22796907.vcf.VMV1
16:22795829-22818113	.22795772-22818172.vcf.VMV1
16:22816930-22830005	.22816707-22830458.vcf.VMV1
16:22827053-22861750	.22827050-22861772.vcf.VMV1
16:22858802-22873821	.22858684-22873822.vcf.VMV1
16:22872188-22943760	.22872167-22943798.vcf.VMV1
16:22942625-23271557	.22942591-23271606.vcf.VMV1
16:23270256-23289900	.23270124-23289960.vcf.VMV1
16:23288885-23372406	.23288880-23372409.vcf.VMV1
16:23370435-23392829	.23370271-23392833.vcf.VMV1
16:23389025-23715507	.23388991-23715589.vcf.VMV1
16:23713224-24018991	.23713189-24019006.vcf.VMV1
16:2373272-2827973	.2373236-2828065.vcf.VMV1
16:24018092-24098199	.24018058-24098201.vcf.VMV1
16:24095802-24137472	.24095770-24137500.vcf.VMV1
16:24136200-24311633	.24136195-24311656.vcf.VMV1
16:24309989-24373835	.24309972-24373836.vcf.VMV1
16:24370309-24622424	.24370292-24622570.vcf.VMV1
16:24621017-24640117	.24620943-24640292.vcf.VMV1
16:24638595-25074750	.24638376-25074868.vcf.VMV1
16:25072971-25234530	.25072901-25234557.vcf.VMV1
16:25220726-25596214	.25220676-25596221.vcf.VMV1
16:25589910-25728103	.25589885-25728129.vcf.VMV1
16:25727233-25744518	.25727037-25744520.vcf.VMV1
16:25743359-26068272	.25743331-26068738.vcf.VMV1
16:26064857-26132390	.26064818-26132408.vcf.VMV1
16:26130471-26150092	.26130422-26150249.vcf.VMV1
16:26149054-26290849	.26148988-26798309.m296.1_26149054-26290858.VMV1
16:26290868-26504781	.26148988-26798309.m296.2_26290858-26504896.VMV1
16:26504911-26798278	.26148988-26798309.m296.3_26504896-26798278.VMV1
16:26796973-26808694	.26796969-26808794.vcf.VMV1
16:26808123-27026500	.26808036-27026504.vcf.VMV1
16:27025749-27067522	.27025743-27067554.vcf.VMV1
16:27063556-27097150	.27063502-27097270.vcf.VMV1
16:27094384-27171955	.27094343-27171958.vcf.VMV1
16:27168121-27199185	.27167917-27199211.vcf.VMV1
16:27194571-27389128	.27194521-27389208.vcf.VMV1
16:27388810-27795878	.27388783-27795897.vcf.VMV1
16:27794776-27933403	.27794724-27933472.vcf.VMV1
16:27933036-27947073	.27932986-27947099.vcf.VMV1
16:27946037-28021082	.27945817-28021193.vcf.VMV1
16:28018437-28272418	.28018279-28272498.vcf.VMV1
16:2826232-2891418	.2826207-2891479.vcf.VMV1
16:28270114-28298195	.28269994-28298288.vcf.VMV1
16:28296340-29032813	.28296246-31384655.m324.1_28296340-29032933.VMV1
16:29032949-29356326	.28296246-31384655.m324.2_29032933-29356566.VMV1
16:29356569-29693727	.28296246-31384655.m324.3_29356566-29693757.VMV1
16:29693842-29916056	.28296246-31384655.m324.4_29693757-29916088.VMV1
16:29916133-30441309	.28296246-31384655.m324.5_29916088-30441428.VMV1
16:30441433-30517543	.28296246-31384655.m324.6_30441428-30517742.VMV1
16:30517773-30960941	.28296246-31384655.m324.6_30517773-30960941.VMV1
16:30808730-31369073	.28296246-31384655.m324.6_30808730-31369073.VMV1
16:31245916-31384648	.28296246-31384655.m324.6_31245916-31384648.VMV1
16:2890122-3117894	.2890099-3117907.vcf.VMV1
16:3116431-3378248	.3116429-3378298.vcf.VMV1
16:31381988-31655382	.31381954-33370481.m326.1_31381988-31655596.VMV1
16:31655656-31861054	.31381954-33370481.m326.2_31655596-31861151.VMV1
16:31861182-32508616	.31381954-33370481.m326.2_31861182-32508616.VMV1
16:32372560-33370386	.31381954-33370481.m326.2_32372560-33370386.VMV1
16:32959200-33773405	.32959162-49095891.m328.1_32959200-33773405.VMV1
16:33574684-34262908	.32959162-49095891.m328.1_33574684-34262908.VMV1
16:34020253-34611553	.32959162-49095891.m328.1_34020253-34611553.VMV1
16:34487267-34944291	.32959162-49095891.m328.1_34487267-34944291.VMV1
16:34861523-35200201	.32959162-49095891.m328.1_34861523-35200201.VMV1
16:35120117-46708241	.32959162-49095891.m328.1_35120117-46708241.VMV1
16:46543611-46979886	.32959162-49095891.m328.1_46543611-46979886.VMV1
16:46980218-47094854	.32959162-49095891.m328.2_46979957-47095015.VMV1
16:47095127-47567301	.32959162-49095891.m328.3_47095127-47567301.VMV1
16:47413811-47964479	.32959162-49095891.m328.3_47413811-47964479.VMV1
16:47848924-48137886	.32959162-49095891.m328.3_47848924-48137886.VMV1
16:48137931-48483552	.32959162-49095891.m328.4_48137895-48483733.VMV1
16:48483764-48878185	.32959162-49095891.m328.5_48483733-48878208.VMV1
16:48878228-49095855	.32959162-49095891.m328.6_48878208-49095855.VMV1
16:3377229-3542332	.3377157-4046761.m40.1_3377229-3542375.VMV1
16:3542444-3796352	.3377157-4046761.m40.2_3542444-3796352.VMV1
16:3716181-3961438	.3377157-4046761.m40.2_3716181-3961438.VMV1
16:3961511-4046760	.3377157-4046761.m40.3_3961445-4046760.VMV1
16:4046416-4078605	.4046305-4078628.vcf.VMV1
16:4077426-4277450	.4077379-4277461.vcf.VMV1
16:4274477-4370768	.4274262-4370787.vcf.VMV1
16:4369256-4701045	.4369218-4816130.m48.1_4369256-4701066.VMV1
16:4701073-4816102	.4369218-4816130.m48.1_4701066-4816102.VMV1
16:4814960-4999985	.4814926-5000008.vcf.VMV1
16:49094379-49303532	.49094282-49303609.vcf.VMV1
16:49302670-49528199	.49302667-49528416.vcf.VMV1
16:49526046-49967670	.49525969-49967768.vcf.VMV1
16:49960902-50288602	.49960854-50288797.vcf.VMV1
16:4999341-5118874	.4999244-5118961.vcf.VMV1
16:50286397-50466966	.50286384-50467003.vcf.VMV1
16:50465127-50711838	.50465125-50711876.vcf.VMV1
16:50696176-50846819	.50696041-50846823.vcf.VMV1
16:50846701-51029600	.50846439-51029714.vcf.VMV1
16:51027362-51067957	.51027328-51067997.vcf.VMV1
16:51066103-51162986	.51066020-51163000.vcf.VMV1
16:51161538-51216628	.51161391-51216671.vcf.VMV1
16:5116645-5198077	.5116643-5464308.m54.1_5116645-5198335.VMV1
16:5198341-5245474	.5116643-5464308.m54.2_5198335-5245508.VMV1
16:5245524-5464301	.5116643-5464308.m54.3_5245508-5464301.VMV1
16:51213922-51323163	.51213718-51323402.vcf.VMV1
16:51321200-51538903	.51321170-51866341.m354.1_51321200-51538995.VMV1
16:51539067-51866261	.51321170-51866341.m354.3_51538995-51866261.VMV1
16:51861063-51908273	.51861039-51908274.vcf.VMV1
16:51907388-51942620	.51907305-51942641.vcf.VMV1
16:51942578-52037223	.51942457-52037330.vcf.VMV1
16:52035485-52380460	.52035464-52445345.m362.1_52035485-52380739.VMV1
16:52380795-52445273	.52035464-52445345.m362.1_52380739-52445273.VMV1
16:52444170-52516221	.52444073-52516254.vcf.VMV1
16:52512143-52536202	.52512138-52536347.vcf.VMV1
16:52535140-52653042	.52534988-52653046.vcf.VMV1
16:52651915-52662370	.52651912-52662400.vcf.VMV1
16:52660936-52685052	.52660890-52685096.vcf.VMV1
16:52682323-53054424	.52682231-53054450.vcf.VMV1
16:53053973-53077666	.53053958-53077704.vcf.VMV1
16:53075138-53393889	.53075060-53393975.vcf.VMV1
16:53391060-53797662	.53391057-53797736.vcf.VMV1
16:53797506-53850868	.53797485-53850885.vcf.VMV1
16:53849384-53927433	.53849182-53927460.vcf.VMV1
16:53926407-53971368	.53925949-53971478.vcf.VMV1
16:53967713-53989107	.53967575-53989124.vcf.VMV1
16:53986768-54008093	.53986721-54008138.vcf.VMV1
16:54005921-54020194	.54005853-54020293.vcf.VMV1
16:54020024-54113912	.54019915-54113932.vcf.VMV1
16:54113648-54343084	.54113633-54343245.vcf.VMV1
16:54340370-54359200	.54340204-54359336.vcf.VMV1
16:54358769-54397513	.54358749-54397530.vcf.VMV1
16:54393004-54407111	.54392873-54407179.vcf.VMV1
16:54403693-54450940	.54403690-54451328.vcf.VMV1
16:54449959-54493386	.54449933-54493398.vcf.VMV1
16:54492477-54514271	.54492416-54514338.vcf.VMV1
16:54512286-54533776	.54512086-54533857.vcf.VMV1
16:54528851-54547422	.54528823-54547432.vcf.VMV1
16:54546813-54674541	.54546708-54674613.vcf.VMV1
16:5462962-5494289	.5462947-5494295.vcf.VMV1
16:54673668-54743467	.54673650-54743482.vcf.VMV1
16:54742404-54749267	.54742401-54749450.vcf.VMV1
16:54747298-54868139	.54747227-54868140.vcf.VMV1
16:54867224-54997905	.54867208-54997924.vcf.VMV1
16:5492998-5571314	.5492975-5784935.m58.1_5492998-5571350.VMV1
16:5571351-5784919	.5492975-5784935.m58.2_5571350-5784919.VMV1
16:54995682-55191097	.54995629-55191200.vcf.VMV1
16:55189837-55225083	.55189817-55225132.vcf.VMV1
16:55223180-55510411	.55223163-55510435.vcf.VMV1
16:55509015-55717028	.55508948-55717052.vcf.VMV1
16:55715859-55866672	.55715777-55866710.vcf.VMV1
16:55865204-55907399	.55865199-55907414.vcf.VMV1
16:55905973-56088811	.55905869-56985147.m436.1_55905973-56088904.VMV1
16:56088927-56346395	.55905869-56985147.m436.2_56088904-56346424.VMV1
16:56346441-56371884	.55905869-56985147.m436.3_56346424-56371921.VMV1
16:56372014-56575717	.55905869-56985147.m436.4_56371921-56575863.VMV1
16:56575931-56617040	.55905869-56985147.m436.5_56575863-56617057.VMV1
16:56617371-56985139	.55905869-56985147.m436.6_56617057-56985139.VMV1
16:56985079-57021441	.56984951-57021478.vcf.VMV1
16:57019156-57044434	.57019124-57044450.vcf.VMV1
16:57043945-57112967	.57043912-57113047.vcf.VMV1
16:57111194-57119872	.57111117-57119889.vcf.VMV1
16:57118484-57336951	.57118472-57336960.vcf.VMV1
16:57336824-57652585	.57336787-57652599.vcf.VMV1
16:57651365-57664983	.57651348-57665003.vcf.VMV1
16:57663737-57939988	.57663678-57940079.vcf.VMV1
16:5783537-5855931	.5783523-5855976.vcf.VMV1
16:57938117-57974065	.57938052-57974114.vcf.VMV1
16:57973659-58366360	.57973528-58366458.vcf.VMV1
16:58365392-58488854	.58365325-58488999.vcf.VMV1
16:58488003-58525007	.58487963-58525061.vcf.VMV1
16:58509235-58866986	.58509156-59030633.m462.1_58509235-58866993.VMV1
16:58867077-59030513	.58509156-59030633.m462.1_58866993-59030513.VMV1
16:5854496-5891953	.5854466-5891955.vcf.VMV1
16:5890801-5998478	.5890787-5998594.vcf.VMV1
16:59029687-59241987	.59029677-59242097.vcf.VMV1
16:59241893-59669865	.59241661-59670006.vcf.VMV1
16:59667660-59891756	.59667583-59891895.vcf.VMV1
16:59888745-60083430	.59888719-60083488.vcf.VMV1
16:5996569-6020289	.5996567-6020329.vcf.VMV1
16:60082125-60224910	.60082114-60747369.m472.1_60082125-60224969.VMV1
16:60224974-60404677	.60082114-60747369.m472.2_60224969-60404699.VMV1
16:60404709-60747368	.60082114-60747369.m472.3_60404699-60747368.VMV1
16:6017375-6035288	.6017372-6035340.vcf.VMV1
16:6032937-6061357	.6032909-6061457.vcf.VMV1
16:6057663-6147581	.6057632-6147613.vcf.VMV1
16:606326-794977	.606285-795059.vcf.VMV1
16:60745919-61098339	.60745767-61098369.vcf.VMV1
16:61096273-61123708	.61096264-61123758.vcf.VMV1
16:61119773-61455266	.61119752-61455291.vcf.VMV1
16:61453208-61768347	.61453112-61998011.m480_61453208-61768347.VMV1
16:61661389-61997937	.61453112-61998011.m480_61661389-61997937.VMV1
16:6146721-6214950	.6146682-6214963.vcf.VMV1
16:61997017-62230051	.61997014-62230063.vcf.VMV1
16:6214525-6233435	.6214521-6233499.vcf.VMV1
16:62228694-62365562	.62228686-62365670.vcf.VMV1
16:6231987-6250630	.6231977-6250654.vcf.VMV1
16:62364577-62571364	.62364573-62571373.vcf.VMV1
16:6245858-6347508	.6245820-6347568.vcf.VMV1
16:62570841-62643230	.62570802-62643252.vcf.VMV1
16:62642664-62775321	.62642589-63401715.m490.1_62642664-62775443.VMV1
16:62775514-63166722	.62642589-63401715.m490.2_62775443-63166739.VMV1
16:63166779-63401630	.62642589-63401715.m490.2_63166739-63401630.VMV1
16:63399487-63837565	.63399408-63837667.vcf.VMV1
16:6347140-6445780	.6347125-6445792.vcf.VMV1
16:63835654-64197857	.63835653-64198008.vcf.VMV1
16:64196298-64516623	.64196261-64720518.m496_64196298-64516623.VMV1
16:64416253-64720485	.64196261-64720518.m496_64416253-64720485.VMV1
16:6444384-6568980	.6444332-6568984.vcf.VMV1
16:64719203-64900062	.64719202-65541422.m498.1_64719203-64900179.VMV1
16:64900200-65230713	.64719202-65541422.m498.2_64900179-65230748.VMV1
16:65230903-65541422	.64719202-65541422.m498.3_65230748-65541422.VMV1
16:65540382-65906726	.65540374-65906736.vcf.VMV1
16:6568365-6573290	.6568360-6573334.vcf.VMV1
16:6570157-6651176	.6570149-6809788.m88.1_6570157-6651200.VMV1
16:6651204-6809765	.6570149-6809788.m88.2_6651200-6809765.VMV1
16:65903809-66093011	.65903807-69542797.m502.1_65903809-66093088.VMV1
16:66093098-66139721	.65903807-69542797.m502.2_66093088-66139728.VMV1
16:66139746-66300913	.65903807-69542797.m502.3_66139728-66300928.VMV1
16:66301010-66398525	.65903807-69542797.m502.4_66300928-66398528.VMV1
16:66398639-66485493	.65903807-69542797.m502.5_66398528-66485517.VMV1
16:66485542-66914492	.65903807-69542797.m502.6_66485542-66914492.VMV1
16:66761252-67356879	.65903807-69542797.m502.6_66761252-67356879.VMV1
16:67208559-67786090	.65903807-69542797.m502.6_67208559-67786090.VMV1
16:67645747-68193050	.65903807-69542797.m502.6_67645747-68193050.VMV1
16:68059049-68431677	.65903807-69542797.m502.6_68059049-68431677.VMV1
16:68431756-68840824	.65903807-69542797.m502.7_68431716-68840998.VMV1
16:68841030-69214659	.65903807-69542797.m502.8_68841030-69214659.VMV1
16:69090442-69433163	.65903807-69542797.m502.8_69090442-69433163.VMV1
16:69433195-69542683	.65903807-69542797.m502.9_69433179-69542683.VMV1
16:6809178-6846860	.6809113-7047673.m90.1_6809178-6846867.VMV1
16:6846875-6893857	.6809113-7047673.m90.2_6846867-6893920.VMV1
16:6893929-7045503	.6809113-7047673.m90.3_6893920-7045504.VMV1
16:7045506-7047669	.6809113-7047673.m90.3_7045504-7047669.VMV1
16:69540760-69903489	.69540719-72920107.m504.1_69540760-69903489.VMV1
16:69792199-70322983	.69540719-72920107.m504.1_69792199-70322983.VMV1
16:70175037-70654050	.69540719-72920107.m504.1_70175037-70654050.VMV1
16:70537786-70695451	.69540719-72920107.m504.1_70537786-70695451.VMV1
16:70695496-71048902	.69540719-72920107.m504.3_70695486-71049086.VMV1
16:71049177-71477297	.69540719-72920107.m504.3_71049177-71477297.VMV1
16:71363143-71833532	.69540719-72920107.m504.3_71363143-71833532.VMV1
16:71719792-72156879	.69540719-72920107.m504.3_71719792-72156879.VMV1
16:72041412-72524932	.69540719-72920107.m504.3_72041412-72524932.VMV1
16:72397325-72885922	.69540719-72920107.m504.3_72397325-72885922.VMV1
16:72757012-72920096	.69540719-72920107.m504.3_72757012-72920096.VMV1
16:7046787-7146421	.7046767-7529955.m92.1_7046787-7146437.VMV1
16:7146465-7265468	.7046767-7529955.m92.2_7146437-7265469.VMV1
16:7265473-7460268	.7046767-7529955.m92.3_7265469-7460347.VMV1
16:7460360-7529955	.7046767-7529955.m92.3_7460347-7529955.VMV1
16:72915166-73130225	.72915127-73130264.vcf.VMV1
16:73126537-73332468	.73126314-73332506.vcf.VMV1
16:73331923-73574770	.73331897-73574787.vcf.VMV1
16:73569164-73581595	.73569159-73581649.vcf.VMV1
16:73580247-73591657	.73580069-73591657.vcf.VMV1
16:73590206-73732339	.73590192-74059756.m516.1_73590206-73732456.VMV1
16:73732461-74059742	.73590192-74059756.m516.2_73732456-74059742.VMV1
16:74058769-74070640	.74058758-74070644.vcf.VMV1
16:74069032-74088777	.74069023-74088777.vcf.VMV1
16:74087095-74136876	.74087057-74136895.vcf.VMV1
16:74131827-74476015	.74131784-74979219.m524.1_74131827-74476015.VMV1
16:74334016-74733236	.74131784-74979219.m524.1_74334016-74733236.VMV1
16:74733453-74979211	.74131784-74979219.m524.2_74733296-74979211.VMV1
16:74978297-75218036	.74978244-75521635.m526.1_74978297-75218036.VMV1
16:75218036-75521629	.74978244-75521635.m526.2_75218036-75521629.VMV1
16:7528476-7631904	.7528366-7631944.vcf.VMV1
16:75520299-75801731	.75520289-76059722.m528.1_75520299-75801731.VMV1
16:75710634-75974835	.75520289-76059722.m528.1_75710634-75974835.VMV1
16:75974878-76059665	.75520289-76059722.m528.1_75974864-76059665.VMV1
16:76056089-76275794	.76056089-76524449.m530.1_76056089-76275810.VMV1
16:76275934-76524417	.76056089-76524449.m530.1_76275810-76524417.VMV1
16:7631273-7637442	.7631228-7637470.vcf.VMV1
16:7634854-7704032	.7634747-7704036.vcf.VMV1
16:76523879-76549544	.76523865-76549550.vcf.VMV1
16:76548460-76621105	.76548446-77690809.m534.1_76548460-76621132.VMV1
16:76621218-76881357	.76548446-77690809.m534.2_76621218-76881357.VMV1
16:76815374-77025295	.76548446-77690809.m534.2_76815374-77025295.VMV1
16:77025418-77257896	.76548446-77690809.m534.3_77025418-77257896.VMV1
16:77180041-77455912	.76548446-77690809.m534.3_77180041-77455912.VMV1
16:77456106-77690808	.76548446-77690809.m534.4_77456012-77690808.VMV1
16:7703394-7735624	.7703390-7735648.vcf.VMV1
16:7734865-7831787	.7734844-8050061.m102.1_7734865-7831837.VMV1
16:7831913-8050027	.7734844-8050061.m102.2_7831837-8050027.VMV1
16:77690072-77741825	.77689977-77741831.vcf.VMV1
16:77740134-77879458	.77740060-77879459.vcf.VMV1
16:77878366-77915260	.77878285-77915316.vcf.VMV1
16:77913755-77969408	.77913668-77969444.vcf.VMV1
16:77966593-77973648	.77966529-77973761.vcf.VMV1
16:77972758-78163350	.77972708-78711223.m546.1_77972758-78163350.VMV1
16:78098377-78275397	.77972708-78711223.m546.1_78098377-78275397.VMV1
16:78275539-78431768	.77972708-78711223.m546.2_78275443-78431811.VMV1
16:78431820-78624036	.77972708-78711223.m546.4_78431811-78624067.VMV1
16:78624073-78711205	.77972708-78711223.m546.4_78624067-78711205.VMV1
16:78710061-78799813	.78709989-78949674.m548.1_78710061-78799819.VMV1
16:78799851-78949670	.78709989-78949674.m548.2_78799819-78949670.VMV1
16:78948396-78980218	.78948358-78980260.vcf.VMV1
16:78979297-79047381	.78979222-79047384.vcf.VMV1
16:79047264-79086302	.79047215-79086302.vcf.VMV1
16:79085201-79108882	.79085189-79108884.vcf.VMV1
16:79106468-79135826	.79106431-79135828.vcf.VMV1
16:79133270-79223039	.79133260-79466850.m560.1_79133270-79223074.VMV1
16:79223136-79466795	.79133260-79466850.m560.2_79223074-79466795.VMV1
16:793984-867995	.793961-868071.vcf.VMV1
16:79464731-79528171	.79464721-79528179.vcf.VMV1
16:79526608-79554033	.79526538-79554046.vcf.VMV1
16:79552343-79634108	.79552335-79634265.vcf.VMV1
16:79631455-79648129	.79631449-79648134.vcf.VMV1
16:79646773-79658727	.79646748-79658730.vcf.VMV1
16:79656949-79759937	.79656836-79759957.vcf.VMV1
16:79756902-79940579	.79756876-80558718.m574.1_79756902-79940579.VMV1
16:79887307-80138718	.79756876-80558718.m574.1_79887307-80138718.VMV1
16:80064667-80184914	.79756876-80558718.m574.1_80064667-80184914.VMV1
16:80184931-80294897	.79756876-80558718.m574.2_80184930-80294910.VMV1
16:80294923-80558713	.79756876-80558718.m574.3_80294910-80558713.VMV1
16:8047270-8238461	.8047185-8238473.vcf.VMV1
16:80557702-80677177	.80557671-80677343.vcf.VMV1
16:80676270-80865397	.80676230-81193377.m578.1_80676270-80865469.VMV1
16:80865491-80955948	.80676230-81193377.m578.2_80865469-80955982.VMV1
16:80956034-81193371	.80676230-81193377.m578.3_80955982-81193371.VMV1
16:81192244-81210828	.81192244-81210829.vcf.VMV1
16:81209234-81266263	.81209220-81266367.vcf.VMV1
16:81265541-81327376	.81265478-81327388.vcf.VMV1
16:81326774-81433087	.81326703-81433095.vcf.VMV1
16:81431330-81555951	.81431328-81556018.vcf.VMV1
16:81553928-81639637	.81553836-81639652.vcf.VMV1
16:81638229-81686873	.81638210-81686929.vcf.VMV1
16:81683687-81808838	.81683667-81808884.vcf.VMV1
16:81807018-81839632	.81806997-81839649.vcf.VMV1
16:81835624-82005188	.81835547-82005209.vcf.VMV1
16:82002221-82209184	.82002187-82301976.m600_82002221-82209184.VMV1
16:82145721-82301973	.82002187-82301976.m600_82145721-82301973.VMV1
16:82300594-82312123	.82300553-82312229.vcf.VMV1
16:82309172-82483440	.82309102-82483495.vcf.VMV1
16:8237022-8339233	.8237022-8339319.vcf.VMV1
16:82482242-82678464	.82482222-82678554.vcf.VMV1
16:82676466-82746002	.82676444-83082458.m608.1_82676466-82746023.VMV1
16:82746045-82841475	.82676444-83082458.m608.2_82746023-82841489.VMV1
16:82841501-83082446	.82676444-83082458.m608.4_82841489-83082446.VMV1
16:83079939-83166179	.83079915-83166192.vcf.VMV1
16:83165711-83250438	.83165710-83250457.vcf.VMV1
16:83234173-83477556	.83234164-83477581.vcf.VMV1
16:8338157-8453637	.8338150-8453655.vcf.VMV1
16:83476701-83614810	.83476613-83614843.vcf.VMV1
16:83613314-83781478	.83613287-83781490.vcf.VMV1
16:83780627-83997325	.83780441-83997334.vcf.VMV1
16:83994914-84058326	.83994868-84058328.vcf.VMV1
16:84056943-84243246	.84056892-84243250.vcf.VMV1
16:84240701-84446104	.84240654-84446127.vcf.VMV1
16:84445069-84559829	.84445039-84559847.vcf.VMV1
16:8453287-8626423	.8453280-8829995.m110_8453287-8626423.VMV1
16:8568656-8829968	.8453280-8829995.m110_8568656-8829968.VMV1
16:84558376-84596968	.84558371-84597030.vcf.VMV1
16:84596399-84633593	.84596340-84633595.vcf.VMV1
16:84630189-84641985	.84630172-84642152.vcf.VMV1
16:84641190-84653807	.84641131-84653826.vcf.VMV1
16:84646660-84731192	.84646660-84731279.vcf.VMV1
16:84727366-84881758	.84727361-84881781.vcf.VMV1
16:84880984-85149784	.84880950-85149784.vcf.VMV1
16:85148639-85177131	.85148589-85177183.vcf.VMV1
16:85173641-85289118	.85173631-85289131.vcf.VMV1
16:85279716-85320598	.85279675-85320625.vcf.VMV1
16:85318559-85374266	.85318517-85374326.vcf.VMV1
16:85373017-85403128	.85373016-85403138.vcf.VMV1
16:85400297-85418414	.85400245-85418428.vcf.VMV1
