17:10006009-10226337	.10005995-10226377.vcf.VMV1
17:19444487-19795395	.18897859-20843775.m238.2_19444216-19795483.VMV1
17:19795724-20135522	.18897859-20843775.m238.4_19795724-20135522.VMV1
17:20014046-20433431	.18897859-20843775.m238.4_20014046-20433431.VMV1
17:20433932-20843754	.18897859-20843775.m238.5_20433851-20843754.VMV1
17:1924911-2252496	.1924858-2634784.m38.1_1924911-2252515.VMV1
17:2252534-2634743	.1924858-2634784.m38.2_2252515-2634743.VMV1
17:20843284-21152044	.20843271-21703178.m240.1_20843284-21152050.VMV1
17:21152054-21703140	.20843271-21703178.m240.2_21152050-21703140.VMV1
17:21666703-21988064	.21634045-25876738.m242.1_21666703-21988064.VMV1
17:21893307-22250788	.21634045-25876738.m242.1_21893307-22250788.VMV1
17:22177896-25550308	.21634045-25876738.m242.1_22177896-25550308.VMV1
17:25460246-25575504	.21634045-25876738.m242.1_25460246-25575504.VMV1
17:25575662-25876703	.21634045-25876738.m242.1_25575509-25876703.VMV1
17:25875437-26279678	.25875432-26279739.vcf.VMV1
17:26275866-26744682	.26275658-26744813.vcf.VMV1
17:2630725-2706583	.2630586-2706588.vcf.VMV1
17:26743103-27162243	.26742958-27341605.m248_26743103-27162243.VMV1
17:27003029-27341602	.26742958-27341605.m248_27003029-27341602.VMV1
17:2702992-2778898	.2702953-2778943.vcf.VMV1
17:27340543-27658559	.27340474-29787466.m250.1_27340543-27658569.VMV1
17:27658905-27887561	.27340474-29787466.m250.2_27658569-27887626.VMV1
17:27887810-28359820	.27340474-29787466.m250.3_27887810-28359820.VMV1
17:28193064-28554488	.27340474-29787466.m250.3_28193064-28554488.VMV1
17:28554646-28943626	.27340474-29787466.m250.4_28554646-28943626.VMV1
17:28833038-29302053	.27340474-29787466.m250.4_28833038-29302053.VMV1
17:29170689-29329264	.27340474-29787466.m250.4_29170689-29329264.VMV1
17:29329333-29787465	.27340474-29787466.m250.5_29329269-29787465.VMV1
17:2776883-2800694	.2776786-2800762.vcf.VMV1
17:2799760-2847222	.2799674-2847248.vcf.VMV1
17:2845001-2941555	.2845001-2941557.vcf.VMV1
17:2940409-3261949	.2940350-3395295.m50_2940409-3261949.VMV1
17:3169701-3395203	.2940350-3395295.m50_3169701-3395203.VMV1
17:29785333-29921869	.29785289-30622999.m252.1_29785333-29921936.VMV1
17:29921948-30018720	.29785289-30622999.m252.2_29921936-30018733.VMV1
17:30018742-30118605	.29785289-30622999.m252.3_30018733-30118618.VMV1
17:30118632-30132538	.29785289-30622999.m252.4_30118618-30132541.VMV1
17:30132581-30571517	.29785289-30622999.m252.5_30132541-30571615.VMV1
17:30571660-30622874	.29785289-30622999.m252.5_30571615-30622874.VMV1
17:30622363-30849079	.30622241-30849176.vcf.VMV1
17:30848294-30882228	.30848268-30882236.vcf.VMV1
17:30880307-30900971	.30880208-30900976.vcf.VMV1
17:30898292-31321476	.30898273-31321499.vcf.VMV1
17:31320516-31696273	.31320467-31696575.vcf.VMV1
17:31694986-31818241	.31694926-31818241.vcf.VMV1
17:31817676-31835793	.31817451-31835801.vcf.VMV1
17:31833195-31991056	.31833188-31991080.vcf.VMV1
17:31989073-32011978	.31989063-32012001.vcf.VMV1
17:32010645-32051651	.32010591-32051688.vcf.VMV1
17:32050526-32065023	.32050386-32065039.vcf.VMV1
17:32063757-32162702	.32063696-32162715.vcf.VMV1
17:32161186-32297911	.32161176-32297931.vcf.VMV1
17:32297374-32342316	.32297351-32342359.vcf.VMV1
17:32337543-32355110	.32337389-32355253.vcf.VMV1
17:32348431-32489325	.32348412-32489381.vcf.VMV1
17:32487044-32678939	.32486961-32678964.vcf.VMV1
17:32677836-32755432	.32677828-32755508.vcf.VMV1
17:32754131-32840110	.32754129-32840122.vcf.VMV1
17:32829402-32916631	.32829390-32916680.vcf.VMV1
17:32913479-32972778	.32913460-32972794.vcf.VMV1
17:32971812-32989025	.32971812-32989119.vcf.VMV1
17:32985678-33329280	.32985590-33616868.m298.1_32985678-33329280.VMV1
17:33197620-33466085	.32985590-33616868.m298.1_33197620-33466085.VMV1
17:33466173-33616733	.32985590-33616868.m298.1_33466090-33616733.VMV1
17:33614426-33823276	.33614419-33823322.vcf.VMV1
17:33820767-34077291	.33820736-34077330.vcf.VMV1
17:3393305-3429395	.3393265-3429463.vcf.VMV1
17:34071968-34286910	.34071935-34286913.vcf.VMV1
17:3427705-3706199	.3427689-3706240.vcf.VMV1
17:34285729-34354332	.34285710-34354397.vcf.VMV1
17:34352529-34471393	.34352449-34471398.vcf.VMV1
17:34469619-35019730	.34469550-35019856.vcf.VMV1
17:35017292-35037989	.35017270-35038055.vcf.VMV1
17:35035800-35209632	.35035717-35209863.vcf.VMV1
17:35208126-35268217	.35208100-35268264.vcf.VMV1
17:35267257-35288363	.35267223-35288364.vcf.VMV1
17:35285129-35438873	.35285077-35438940.vcf.VMV1
17:35437077-35740541	.35436969-35740545.vcf.VMV1
17:35738625-36032570	.35738559-36032707.vcf.VMV1
17:36030272-36045848	.36030252-36046129.vcf.VMV1
17:36042232-36088934	.36042188-36088963.vcf.VMV1
17:36085018-36184397	.36084926-37349682.m330.1_36085018-36184464.VMV1
17:36184465-36580268	.36084926-37349682.m330.2_36184464-36580370.VMV1
17:36580427-36677428	.36084926-37349682.m330.4_36580370-36677429.VMV1
17:36677456-36808442	.36084926-37349682.m330.5_36677429-36808521.VMV1
17:36808576-37040586	.36084926-37349682.m330.6_36808521-37040647.VMV1
17:37040709-37349661	.36084926-37349682.m330.6_37040647-37349661.VMV1
17:3702690-3753368	.3702652-3753378.vcf.VMV1
17:37348786-37714117	.37348506-38724331.m332.1_37348786-37714117.VMV1
17:37581783-38086413	.37348506-38724331.m332.1_37581783-38086413.VMV1
17:37969211-38254501	.37348506-38724331.m332.1_37969211-38254501.VMV1
17:38254689-38724232	.37348506-38724331.m332.1_38254590-38724232.VMV1
17:3745917-3795446	.3745867-3795462.vcf.VMV1
17:3793536-3828086	.3793526-3828088.vcf.VMV1
17:3824591-4115311	.3824522-4324130.m62_3824591-4115311.VMV1
17:4022524-4324127	.3824522-4324130.m62_4022524-4324127.VMV1
17:38663288-38878840	.38663235-38878943.vcf.VMV1
17:38877642-39048467	.38877576-39659137.m336.1_38877642-39048468.VMV1
17:39048601-39222350	.38877576-39659137.m336.2_39048468-39222352.VMV1
17:39222498-39503261	.38877576-39659137.m336.2_39222498-39503261.VMV1
17:39393364-39659107	.38877576-39659137.m336.2_39393364-39659107.VMV1
17:39657083-39669596	.39657080-39669596.vcf.VMV1
17:39667902-39785746	.39667871-39785828.vcf.VMV1
17:39783978-39940269	.39783930-41086541.m342.1_39783978-39940369.VMV1
17:39940413-40239341	.39783930-41086541.m342.2_39940369-40239361.VMV1
17:40239395-40397010	.39783930-41086541.m342.3_40239361-40397163.VMV1
17:40397337-40801140	.39783930-41086541.m342.3_40397337-40801140.VMV1
17:40668038-41086382	.39783930-41086541.m342.3_40668038-41086382.VMV1
17:41082071-41467583	.41081972-41773313.m344.1_41082071-41467583.VMV1
17:41361159-41682650	.41081972-41773313.m344.1_41361159-41682650.VMV1
17:41682719-41773288	.41081972-41773313.m344.1_41682690-41773288.VMV1
17:41771803-42140339	.41771798-45311034.m346.1_41771803-42140339.VMV1
17:42009868-42342800	.41771798-45311034.m346.1_42009868-42342800.VMV1
17:42342887-42633749	.41771798-45311034.m346.2_42342825-42633766.VMV1
17:42633789-43001646	.41771798-45311034.m346.4_42633789-43001646.VMV1
17:42889369-43286682	.41771798-45311034.m346.4_42889369-43286682.VMV1
17:43286728-43397246	.41771798-45311034.m346.5_43286715-43397693.VMV1
17:43397794-43832333	.41771798-45311034.m346.6_43397794-43832333.VMV1
17:43728452-44137828	.41771798-45311034.m346.6_43728452-44137828.VMV1
17:44026499-44866623	.41771798-45311034.m346.6_44026499-44866623.VMV1
17:44866676-45311004	.41771798-45311034.m346.6_44866664-45311004.VMV1
17:4323101-4402032	.4323097-4402082.vcf.VMV1
17:4399600-4458302	.4399590-4458308.vcf.VMV1
17:4455763-4628553	.4455684-5742102.m68.1_4455763-4628569.VMV1
17:4628574-4657456	.4455684-5742102.m68.2_4628569-4657737.VMV1
17:4657796-4719446	.4455684-5742102.m68.3_4657737-4719712.VMV1
17:4719774-5049325	.4455684-5742102.m68.4_4719774-5049325.VMV1
17:4943579-5373563	.4455684-5742102.m68.4_4943579-5373563.VMV1
17:5272673-5416728	.4455684-5742102.m68.4_5272673-5416728.VMV1
17:5416810-5742097	.4455684-5742102.m68.5_5416736-5742097.VMV1
17:45306508-45732917	.45306361-47211715.m348.1_45306508-45732917.VMV1
17:45560723-45880305	.45306361-47211715.m348.1_45560723-45880305.VMV1
17:45880477-46274552	.45306361-47211715.m348.2_45880477-46274552.VMV1
17:46132253-46681874	.45306361-47211715.m348.2_46132253-46681874.VMV1
17:46559739-46829185	.45306361-47211715.m348.2_46559739-46829185.VMV1
17:46829279-47211658	.45306361-47211715.m348.4_46829221-47211658.VMV1
17:47211203-47524103	.47211171-47524176.vcf.VMV1
17:47515947-47996412	.47515849-47996436.vcf.VMV1
17:47995292-48033196	.47995173-48033222.vcf.VMV1
17:48031560-48058077	.48031480-48058136.vcf.VMV1
17:48056033-48127068	.48055981-48127088.vcf.VMV1
17:48122649-48364470	.48122641-48364544.vcf.VMV1
17:48363596-48380109	.48363438-48380246.vcf.VMV1
17:48379408-48580479	.48379304-48989649.m364.1_48379408-48580480.VMV1
17:48580515-48989505	.48379304-48989649.m364.2_48580480-48989505.VMV1
17:48987622-49449744	.48987495-49449747.vcf.VMV1
17:49448725-49622885	.49448724-49622895.vcf.VMV1
17:49621692-49901109	.49621615-49901114.vcf.VMV1
17:49897518-50344674	.49897474-50344688.vcf.VMV1
17:50342902-50685778	.50342880-50946420.m374_50342902-50685778.VMV1
17:50575312-50946336	.50342880-50946420.m374_50575312-50946336.VMV1
17:50946020-51120440	.50945935-51120485.vcf.VMV1
17:51117246-51445171	.51117179-52102774.m378.1_51117246-51445171.VMV1
17:51330998-51664667	.51117179-52102774.m378.1_51330998-51664667.VMV1
17:51664768-51892766	.51117179-52102774.m378.2_51664741-51892767.VMV1
17:51892808-52102746	.51117179-52102774.m378.2_51892767-52102746.VMV1
17:52101498-52321352	.52101425-52864499.m380.1_52101498-52321464.VMV1
17:52321529-52568582	.52101425-52864499.m380.2_52321464-52568586.VMV1
17:52568764-52864471	.52101425-52864499.m380.3_52568586-52864471.VMV1
17:52862623-52956411	.52862613-52956426.vcf.VMV1
17:52955298-53276180	.52955282-53276418.vcf.VMV1
17:53274827-53348585	.53274789-53348656.vcf.VMV1
17:53347237-53467064	.53347197-53467087.vcf.VMV1
17:53466211-53600130	.53466132-53600189.vcf.VMV1
17:53599523-53818874	.53599508-53818933.vcf.VMV1
17:53817001-53923717	.53817001-53923721.vcf.VMV1
17:53922980-54125762	.53922959-54610770.m396.1_53922980-54125804.VMV1
17:54125830-54165461	.53922959-54610770.m396.2_54125804-54165706.VMV1
17:54165848-54610765	.53922959-54610770.m396.3_54165706-54610765.VMV1
17:54605964-54624336	.54605927-54624377.vcf.VMV1
17:54622956-54741609	.54622745-54741627.vcf.VMV1
17:54739514-54805531	.54739442-54805608.vcf.VMV1
17:54801999-54813420	.54801985-54813433.vcf.VMV1
17:54809442-54835789	.54809413-54835852.vcf.VMV1
17:54826187-54953276	.54826158-54953285.vcf.VMV1
17:54950014-55097736	.54949834-55097752.vcf.VMV1
17:55096546-55123479	.55096471-55123522.vcf.VMV1
17:55118561-55149354	.55118392-55149490.vcf.VMV1
17:55141961-55358848	.55141928-55358866.vcf.VMV1
17:55355994-55594750	.55355904-55594788.vcf.VMV1
17:55590618-55607793	.55590484-55607809.vcf.VMV1
17:55605005-55682370	.55604998-55682397.vcf.VMV1
17:55680347-55843367	.55680346-55843387.vcf.VMV1
17:55842834-55867640	.55842772-55867807.vcf.VMV1
17:55866979-55939363	.55866973-55939411.vcf.VMV1
17:55938169-56020308	.55938166-56020346.vcf.VMV1
17:56016792-56244444	.56016783-56244526.vcf.VMV1
17:56243412-56651089	.56243306-59314141.m434.1_56243412-56651089.VMV1
17:56489003-57090251	.56243306-59314141.m434.1_56489003-57090251.VMV1
17:56928361-57486173	.56243306-59314141.m434.1_56928361-57486173.VMV1
17:57374085-57487069	.56243306-59314141.m434.1_57374085-57487069.VMV1
17:57487268-58076390	.56243306-59314141.m434.2_57487165-58077088.VMV1
17:58077356-58178155	.56243306-59314141.m434.3_58077088-58178209.VMV1
17:58178257-58659211	.56243306-59314141.m434.4_58178209-58659230.VMV1
17:58659246-59030049	.56243306-59314141.m434.4_58659246-59030049.VMV1
17:58890028-59314040	.56243306-59314141.m434.4_58890028-59314040.VMV1
17:5736966-5802783	.5736884-5802794.vcf.VMV1
17:5801767-5932362	.5801760-5932362.vcf.VMV1
17:5929550-5960982	.5929500-5961026.vcf.VMV1
17:59312396-59381829	.59312395-59381837.vcf.VMV1
17:59374867-59422725	.59374746-59422811.vcf.VMV1
17:59420708-59500562	.59420649-59500733.vcf.VMV1
17:59498890-59552338	.59498883-59552375.vcf.VMV1
17:59550752-59587397	.59550715-59587432.vcf.VMV1
17:59584764-59651236	.59584762-59651251.vcf.VMV1
17:5960209-6012656	.5960150-6012746.vcf.VMV1
17:59648944-60070018	.59648926-60886250.m448.1_59648944-60070018.VMV1
17:59940244-60225010	.59648926-60886250.m448.1_59940244-60225010.VMV1
17:60225119-60295274	.59648926-60886250.m448.2_60225020-60295721.VMV1
17:60295758-60462674	.59648926-60886250.m448.3_60295721-60462685.VMV1
17:60462897-60886047	.59648926-60886250.m448.4_60462685-60886047.VMV1
17:6009466-6024188	.6009459-6024238.vcf.VMV1
17:6022961-6145413	.6022878-6145451.vcf.VMV1
17:60884048-61265867	.60884038-61546670.m450_60884048-61265867.VMV1
17:61131524-61546602	.60884038-61546670.m450_61131524-61546602.VMV1
17:6143404-6467261	.6143354-6467354.vcf.VMV1
17:61544156-61898700	.61544105-62115037.m452_61544156-61898700.VMV1
17:61783411-62115029	.61544105-62115037.m452_61783411-62115029.VMV1
17:62112833-62464752	.62112824-62464872.vcf.VMV1
17:62460779-62849448	.62437534-63150026.m456.1_62460779-62849448.VMV1
17:62716885-63062639	.62437534-63150026.m456.1_62716885-63062639.VMV1
17:63062693-63149885	.62437534-63150026.m456.1_63062675-63149885.VMV1
17:63146934-63463210	.63146934-63463340.vcf.VMV1
17:63461830-63513466	.63461814-63513477.vcf.VMV1
17:63512198-63566778	.63511874-63566897.vcf.VMV1
17:63565908-63571518	.63565888-63571567.vcf.VMV1
17:63569282-63910755	.63569279-64437954.m466.1_63569282-63910755.VMV1
17:63789440-64231719	.63569279-64437954.m466.1_63789440-64231719.VMV1
17:64126851-64332814	.63569279-64437954.m466.1_64126851-64332814.VMV1
17:64332865-64437937	.63569279-64437954.m466.1_64332854-64437937.VMV1
17:64436738-64802292	.64436660-64802366.vcf.VMV1
17:6465508-6572635	.6465482-6572657.vcf.VMV1
17:64799578-64956995	.64799524-64957032.vcf.VMV1
17:64956085-65022059	.64956053-65022078.vcf.VMV1
17:65020789-65439403	.65020779-65439473.vcf.VMV1
17:65434975-65460137	.65434920-65460154.vcf.VMV1
17:65456919-65587152	.65456862-65587215.vcf.VMV1
17:65583199-65763871	.65583168-65763876.vcf.VMV1
17:6571348-6589222	.6571346-6589243.vcf.VMV1
17:65759987-66095000	.65759938-66308000.m482.1_65759987-66095000.VMV1
17:66005171-66280140	.65759938-66308000.m482.1_66005171-66280140.VMV1
17:66280596-66307927	.65759938-66308000.m482.1_66280502-66307927.VMV1
17:6588042-6625821	.6587989-6625847.vcf.VMV1
17:6622768-6635046	.6622659-6635063.vcf.VMV1
17:66306684-66336719	.66306638-66336757.vcf.VMV1
17:6632667-6848666	.6632604-6848720.vcf.VMV1
17:66333378-66376689	.66333349-66376702.vcf.VMV1
17:66374870-66382675	.66374839-66382675.vcf.VMV1
17:66380705-66561004	.66380603-66561103.vcf.VMV1
17:66560253-66711870	.66560244-66711907.vcf.VMV1
17:66710393-66753185	.66710294-66753302.vcf.VMV1
17:66752837-66906644	.66752764-66906645.vcf.VMV1
17:66904772-67323884	.66904755-67463554.m498.1_66904772-67324012.VMV1
17:67324194-67463518	.66904755-67463554.m498.1_67324012-67463518.VMV1
17:67462399-67529007	.67461908-67529138.vcf.VMV1
17:67528058-67965159	.67528028-67965267.vcf.VMV1
17:67964422-68104948	.67964355-68104988.vcf.VMV1
17:68102608-68180635	.68102492-68180728.vcf.VMV1
17:68179339-68202076	.68179339-68202088.vcf.VMV1
17:68200887-68257761	.68200864-68257763.vcf.VMV1
17:68257141-68531773	.68257134-68878948.m512.1_68257141-68531783.VMV1
17:68531861-68878890	.68257134-68878948.m512.2_68531783-68878890.VMV1
17:6846101-6977788	.6845963-6977850.vcf.VMV1
17:68878154-69009434	.68878116-69009442.vcf.VMV1
17:69008376-69244761	.69008370-69244764.vcf.VMV1
17:69244084-69388000	.69243925-69388007.vcf.VMV1
17:69387341-69546440	.69387286-69546538.vcf.VMV1
17:69543903-69707118	.69543894-70151170.m522.1_69543903-69707546.VMV1
17:69707798-70020824	.69543894-70151170.m522.2_69707798-70020824.VMV1
17:69917391-70128705	.69543894-70151170.m522.2_69917391-70128705.VMV1
17:70128726-70151122	.69543894-70151170.m522.2_70128715-70151122.VMV1
17:6975761-7316027	.6975711-7316028.vcf.VMV1
17:699282-738696	.699259-738730.vcf.VMV1
17:70149481-70180389	.70149389-70180408.vcf.VMV1
17:70172321-70247054	.70172260-70247054.vcf.VMV1
17:70246171-70320661	.70246019-70320753.vcf.VMV1
17:70318398-70398866	.70318369-70398887.vcf.VMV1
17:70395761-70408096	.70395736-70408106.vcf.VMV1
17:70407236-70422124	.70407213-70422168.vcf.VMV1
17:70420867-70500243	.70420851-70500293.vcf.VMV1
17:70498607-70770300	.70498505-70770329.vcf.VMV1
17:70769637-70920838	.70769632-70920853.vcf.VMV1
17:70916464-70950008	.70916323-70950012.vcf.VMV1
17:70943964-71042436	.70943946-71042448.vcf.VMV1
17:71040123-71075330	.71040114-71075330.vcf.VMV1
17:71074933-71086046	.71074929-71086098.vcf.VMV1
17:71085491-71106884	.71085465-71106997.vcf.VMV1
17:71104662-71122874	.71104662-71122945.vcf.VMV1
17:71121732-71173190	.71121706-71173226.vcf.VMV1
17:71172360-71333982	.71172316-71333995.vcf.VMV1
17:71330815-71355531	.71330714-71356024.vcf.VMV1
17:71354010-71374511	.71353997-71374635.vcf.VMV1
17:71372727-71413007	.71372695-71413016.vcf.VMV1
17:71411867-71422636	.71411825-71422674.vcf.VMV1
17:71421669-71464308	.71421648-71464328.vcf.VMV1
17:71461375-71731943	.71461179-71731979.vcf.VMV1
17:71731828-71834023	.71731767-71834086.vcf.VMV1
17:71825166-71979716	.71825121-71979717.vcf.VMV1
17:71978657-72013194	.71978604-72013220.vcf.VMV1
17:72008708-72031724	.72008705-72031758.vcf.VMV1
17:72027139-72078325	.72027131-72078390.vcf.VMV1
17:72076128-72170262	.72076035-72170311.vcf.VMV1
17:72168696-72176705	.72168694-72176720.vcf.VMV1
17:72175233-72337488	.72175109-72337538.vcf.VMV1
17:72336224-72367576	.72336194-72367618.vcf.VMV1
17:72364341-72380549	.72364251-72380587.vcf.VMV1
17:72379534-72747611	.72379351-72747626.vcf.VMV1
17:72741337-72792115	.72741255-72792127.vcf.VMV1
17:72790936-72934018	.72790914-73753582.m594.1_72790936-72934099.VMV1
17:72934122-73069985	.72790914-73753582.m594.2_72934099-73069987.VMV1
17:73069989-73392692	.72790914-73753582.m594.3_73069989-73392692.VMV1
17:73287723-73573713	.72790914-73753582.m594.3_73287723-73573713.VMV1
17:73573834-73753575	.72790914-73753582.m594.4_73573761-73753575.VMV1
17:7315629-7580233	.7315456-7996773.m98.1_7315629-7580276.VMV1
17:7580281-7996640	.7315456-7996773.m98.2_7580276-7996640.VMV1
17:736281-821690	.736252-821695.vcf.VMV1
17:73743824-74036000	.73743777-74036005.vcf.VMV1
17:74026157-74190421	.74026151-74562260.m598.1_74026157-74190434.VMV1
17:74190448-74562197	.74026151-74562260.m598.2_74190434-74562197.VMV1
17:74561161-74592320	.74561157-74592377.vcf.VMV1
17:74590174-74912452	.74590172-74912468.vcf.VMV1
17:74911407-74973747	.74911395-74973775.vcf.VMV1
17:74972144-75034789	.74972134-75034833.vcf.VMV1
17:75032985-75063723	.75032944-75063858.vcf.VMV1
17:75061054-75220770	.75061046-75220770.vcf.VMV1
17:75218161-75246859	.75218156-75246874.vcf.VMV1
17:75245844-75478481	.75245644-75478587.vcf.VMV1
17:75421518-75491872	.75421373-75491956.vcf.VMV1
17:75490394-75544381	.75490344-75544382.vcf.VMV1
17:75538314-75601455	.75538302-75601459.vcf.VMV1
17:75599622-75617439	.75599620-75617592.vcf.VMV1
17:75613639-75662019	.75613569-75662075.vcf.VMV1
17:75661204-75768861	.75661147-76112686.m626.1_75661204-75768870.VMV1
17:75768896-76112620	.75661147-76112686.m626.1_75768870-76112620.VMV1
17:76111499-76146413	.76111399-76146418.vcf.VMV1
17:76145703-76265005	.76145589-76265071.vcf.VMV1
17:76262564-76353835	.76262493-76353851.vcf.VMV1
17:76350897-76450694	.76350765-76450713.vcf.VMV1
17:76446970-76604694	.76446918-76604711.vcf.VMV1
17:76597799-76639925	.76597787-76640059.vcf.VMV1
17:76637361-76849877	.76637309-77098673.m640.1_76637361-76849992.VMV1
17:76850028-77098609	.76637309-77098673.m640.2_76849992-77098609.VMV1
17:77096249-77152607	.77096229-77152682.vcf.VMV1
17:77151161-77196975	.77151088-77197020.vcf.VMV1
17:77194511-77212307	.77194478-77212311.vcf.VMV1
17:77208659-77227023	.77208627-77227081.vcf.VMV1
17:77223745-77240932	.77223674-77240970.vcf.VMV1
17:77239054-77298859	.77238955-77298906.vcf.VMV1
17:77297750-77320839	.77297748-77320924.vcf.VMV1
17:77319697-77386534	.77319675-77386727.vcf.VMV1
17:77384393-77411247	.77384349-77411250.vcf.VMV1
17:77410745-77529993	.77410742-77530030.vcf.VMV1
17:77472164-77631075	.77472128-77631177.vcf.VMV1
17:77597168-77760226	.77571534-77760227.vcf.VMV1
17:77754323-77858873	.77754321-77858905.vcf.VMV1
17:77857792-77928065	.77857764-77928097.vcf.VMV1
17:77926297-77945537	.77926295-77945636.vcf.VMV1
17:77942968-77961566	.77942968-77961597.vcf.VMV1
17:77956872-78235346	.77956863-78235380.vcf.VMV1
17:78232966-78430326	.78232966-78430363.vcf.VMV1
17:78428294-78731381	.78428132-78838310.m678.1_78428294-78731381.VMV1
17:78638244-78829209	.78428132-78838310.m678.1_78638244-78829209.VMV1
17:78829238-78838310	.78428132-78838310.m678.1_78829222-78838310.VMV1
17:78836936-78986003	.78836928-79337769.m680.1_78836936-78986118.VMV1
17:78986150-79043978	.78836928-79337769.m680.2_78986118-79044057.VMV1
17:79044124-79337769	.78836928-79337769.m680.3_79044057-79337769.VMV1
17:79335534-79503772	.79335529-79693343.m682.1_79335534-79503772.VMV1
17:79503772-79693320	.79335529-79693343.m682.1_79503772-79693320.VMV1
17:79691080-80034081	.79691076-80462292.m684.1_79691080-80034247.VMV1
17:80034401-80215022	.79691076-80462292.m684.2_80034247-80215050.VMV1
17:80215291-80462231	.79691076-80462292.m684.3_80215050-80462231.VMV1
17:7995621-8009331	.7995530-8009334.vcf.VMV1
17:8008118-8308719	.8008094-8308745.vcf.VMV1
17:80460660-80544862	.80460654-80544892.vcf.VMV1
17:80543434-81193119	.80543420-.vcf.VMV1
17:817677-823797	.817596-823810.vcf.VMV1
17:822620-874937	.822593-874939.vcf.VMV1
