18:10066693-10103114	.10066625-10103129.vcf.VMV1
18:56155120-56206309	.55847090-56845084.m382.2_56155050-56206425.VMV1
18:56206451-56291909	.55847090-56845084.m382.3_56206425-56292077.VMV1
18:56292089-56454686	.55847090-56845084.m382.4_56292077-56454706.VMV1
18:56454707-56845079	.55847090-56845084.m382.5_56454706-56845079.VMV1
18:56840902-56945013	.56840884-56945027.vcf.VMV1
18:56943439-57131648	.56943389-57131652.vcf.VMV1
18:57129884-57216026	.57129884-57216095.vcf.VMV1
18:57213848-57231533	.57213847-57231537.vcf.VMV1
18:57230306-57323426	.57230283-57323456.vcf.VMV1
18:57322508-57366161	.57322456-57366172.vcf.VMV1
18:57365156-57378554	.57365155-57378682.vcf.VMV1
18:57376231-57509956	.57376227-57510101.vcf.VMV1
18:57507362-57632596	.57507194-57632642.vcf.VMV1
18:57629855-57728339	.57629840-58093974.m402.1_57629855-57728372.VMV1
18:57728511-58093902	.57629840-58093974.m402.2_57728372-58093902.VMV1
18:58093165-58232261	.58093080-58818500.m404.1_58093165-58232292.VMV1
18:58232355-58536313	.58093080-58818500.m404.2_58232292-58536352.VMV1
18:58536879-58818475	.58093080-58818500.m404.2_58536352-58818475.VMV1
18:58817052-59021799	.58816976-59021839.vcf.VMV1
18:5891232-5986143	.5891207-5986151.vcf.VMV1
18:59020370-59097760	.59020321-59097817.vcf.VMV1
18:59094661-59194467	.59094603-59194570.vcf.VMV1
18:59192214-59438009	.59192107-59438083.vcf.VMV1
18:59419870-59578089	.59419813-60278547.m414.1_59419870-59578116.VMV1
18:59578119-59905260	.59419813-60278547.m414.2_59578119-59905260.VMV1
18:59793222-60101841	.59419813-60278547.m414.2_59793222-60101841.VMV1
18:60101929-60278544	.59419813-60278547.m414.2_60101870-60278544.VMV1
18:5984970-5999096	.5984920-5999145.vcf.VMV1
18:5994625-6035072	.5994587-6035073.vcf.VMV1
18:60276850-60704256	.60276768-60781745.m416.1_60276850-60704279.VMV1
18:60704324-60781685	.60276768-60781745.m416.1_60704279-60781685.VMV1
18:6031085-6112596	.6030963-6112604.vcf.VMV1
18:60781214-60826080	.60781200-60826086.vcf.VMV1
18:60822987-60846539	.60822909-60846543.vcf.VMV1
18:60845597-60880396	.60845533-60880443.vcf.VMV1
18:60879195-60924482	.60879176-60924501.vcf.VMV1
18:609283-848880	.609211-848890.vcf.VMV1
18:60924188-60959428	.60924163-60959501.vcf.VMV1
18:60956776-61129385	.60956771-61129420.vcf.VMV1
18:6109776-6487820	.6109762-6487857.vcf.VMV1
18:61127591-61178182	.61127556-61178187.vcf.VMV1
18:61176442-61476223	.61176416-61655433.m432_61176442-61476223.VMV1
18:61379155-61655428	.61176416-61655433.m432_61379155-61655428.VMV1
18:61654111-61824786	.61653933-61824827.vcf.VMV1
18:61817343-61862335	.61817331-61862566.vcf.VMV1
18:61859440-62085868	.61859440-62086021.vcf.VMV1
18:62077099-62090504	.62077079-62090517.vcf.VMV1
18:62087832-62286807	.62087742-62286854.vcf.VMV1
18:62286317-62523230	.62286300-62523244.vcf.VMV1
18:62520969-62582856	.62520805-62582868.vcf.VMV1
18:62582743-62605582	.62582736-62605615.vcf.VMV1
18:62604129-62919109	.62603969-63032877.m450_62604129-62919109.VMV1
18:62827798-63032824	.62603969-63032877.m450_62827798-63032824.VMV1
18:63031505-63199789	.63031376-63199805.vcf.VMV1
18:63199305-63463338	.63199223-64253572.m454.1_63199305-63463453.VMV1
18:63463482-63616777	.63199223-64253572.m454.2_63463453-63617079.VMV1
18:63617081-63642078	.63199223-64253572.m454.3_63617079-63642141.VMV1
18:63642168-63951946	.63199223-64253572.m454.4_63642141-63951955.VMV1
18:63952051-64253572	.63199223-64253572.m454.4_63951955-64253572.VMV1
18:64252801-64586995	.64252678-64713375.m456_64252801-64586995.VMV1
18:64466786-64713357	.64252678-64713375.m456_64466786-64713357.VMV1
18:64708412-64766630	.64708324-64766710.vcf.VMV1
18:64765919-64888383	.64765915-64888451.vcf.VMV1
18:6485588-6498626	.6485565-6498692.vcf.VMV1
18:64887055-65017696	.64887047-65289748.m462.1_64887055-65017755.VMV1
18:65017781-65289695	.64887047-65289748.m462.2_65017755-65289695.VMV1
18:6494673-6566889	.6494638-6566955.vcf.VMV1
18:65286655-65505398	.65286510-65834269.m464.1_65286655-65505628.VMV1
18:65505796-65834233	.65286510-65834269.m464.2_65505628-65834233.VMV1
18:6565643-6632044	.6565618-6632051.vcf.VMV1
18:65832582-65910198	.65832569-65910231.vcf.VMV1
18:65908983-65940390	.65908906-65940437.vcf.VMV1
18:65939794-66127086	.65939715-66127095.vcf.VMV1
18:66124869-66182290	.66124854-66182301.vcf.VMV1
18:66179310-66203153	.66179229-66203468.vcf.VMV1
18:66200954-66285830	.66200931-66285843.vcf.VMV1
18:66283341-66510283	.66283317-66510326.vcf.VMV1
18:6630645-6650113	.6630617-6650125.vcf.VMV1
18:6647749-6667607	.6647677-6667643.vcf.VMV1
18:66508173-66643755	.66508040-67195748.m480.1_66508173-66643755.VMV1
18:66643755-66796469	.66508040-67195748.m480.2_66643755-66796518.VMV1
18:66796757-67195674	.66508040-67195748.m480.3_66796518-67195674.VMV1
18:6667086-6758656	.6667043-6758707.vcf.VMV1
18:67194371-67482193	.67194292-67482231.vcf.VMV1
18:67479856-67570952	.67479807-67570973.vcf.VMV1
18:67569451-67878893	.67569313-67879032.vcf.VMV1
18:6757846-6842719	.6757750-6842741.vcf.VMV1
18:67872700-68046599	.67872563-68046640.vcf.VMV1
18:68043413-68192536	.68043391-68192839.vcf.VMV1
18:68189496-68604686	.68189361-69311214.m492.1_68189496-68604695.VMV1
18:68604705-68621435	.68189361-69311214.m492.2_68604695-68621497.VMV1
18:68621548-68798416	.68189361-69311214.m492.3_68621497-68798430.VMV1
18:68798446-69040214	.68189361-69311214.m492.4_68798430-69040237.VMV1
18:69040240-69311157	.68189361-69311214.m492.5_69040237-69311157.VMV1
18:6839193-6930816	.6839182-6930846.vcf.VMV1
18:6930443-6976727	.6930268-6976729.vcf.VMV1
18:69310097-69363603	.69310072-69363674.vcf.VMV1
18:69362538-69385693	.69362518-69385699.vcf.VMV1
18:69382429-69622381	.69382340-69622458.vcf.VMV1
18:6956415-6979864	.6956404-6979872.vcf.VMV1
18:69620998-69897271	.69620969-69897687.vcf.VMV1
18:6979570-7041989	.6979441-7042042.vcf.VMV1
18:69895248-69901231	.69895136-69901297.vcf.VMV1
18:69900336-70017946	.69900316-70500932.m504.1_69900336-70017981.VMV1
18:70018053-70096059	.69900316-70500932.m504.2_70017981-70096084.VMV1
18:70096097-70298661	.69900316-70500932.m504.4_70096084-70298756.VMV1
18:70298851-70500890	.69900316-70500932.m504.5_70298756-70500890.VMV1
18:7035483-7095642	.7035430-7095645.vcf.VMV1
18:70497763-70538312	.70497730-70538351.vcf.VMV1
18:70537087-70661234	.70536916-70661283.vcf.VMV1
18:70660628-70692752	.70660583-70692752.vcf.VMV1
18:70692310-70722992	.70692308-70723043.vcf.VMV1
18:70719998-71039092	.70719994-71039094.vcf.VMV1
18:7086016-7133362	.7085965-7133440.vcf.VMV1
18:71038949-71246991	.71038827-71247029.vcf.VMV1
18:71245277-71391806	.71245180-71391988.vcf.VMV1
18:7132029-7174248	.7132011-7174258.vcf.VMV1
18:71389726-71435735	.71389722-71435809.vcf.VMV1
18:71435230-71478368	.71435220-71478424.vcf.VMV1
18:71478068-71494875	.71478034-71494929.vcf.VMV1
18:71493209-71503883	.71493176-71503959.vcf.VMV1
18:71502123-71595680	.71502087-71595763.vcf.VMV1
18:71594069-71642471	.71594017-71642477.vcf.VMV1
18:71639401-71655340	.71639328-71655342.vcf.VMV1
18:71653850-71893201	.71653754-71893247.vcf.VMV1
18:7171917-7208121	.7171884-7208372.vcf.VMV1
18:71891450-71904667	.71891358-71904674.vcf.VMV1
18:71903393-72079146	.71903379-72079147.vcf.VMV1
18:72073604-72098359	.72073592-72098394.vcf.VMV1
18:7207515-7375617	.7207492-7375648.vcf.VMV1
18:72096687-72224880	.72096685-72224890.vcf.VMV1
18:72221364-72237699	.72221347-72237708.vcf.VMV1
18:72236118-72247225	.72235925-72247251.vcf.VMV1
18:72246081-72647714	.72245920-72803477.m548_72246081-72647714.VMV1
18:72525328-72803462	.72245920-72803477.m548_72525328-72803462.VMV1
18:72798981-72873803	.72798981-72873927.vcf.VMV1
18:72868882-72925305	.72868856-72925370.vcf.VMV1
18:72924043-72938273	.72924022-72938604.vcf.VMV1
18:72934912-73080441	.72934819-73482638.m556.1_72934912-73080448.VMV1
18:73080547-73101783	.72934819-73482638.m556.2_73080448-73101816.VMV1
18:73101897-73270060	.72934819-73482638.m556.3_73101816-73270112.VMV1
18:73270118-73482636	.72934819-73482638.m556.3_73270112-73482636.VMV1
18:73480999-73567400	.73480972-73567419.vcf.VMV1
18:73564846-73901886	.73561913-73902265.vcf.VMV1
18:7374066-7384004	.7373828-7384078.vcf.VMV1
18:7383538-7688826	.7383503-7688916.vcf.VMV1
18:73899481-74029649	.73899361-74029695.vcf.VMV1
18:74029198-74080670	.74029137-74080864.vcf.VMV1
18:74078563-74099376	.74078495-74099390.vcf.VMV1
18:74097180-74212292	.74097178-74212302.vcf.VMV1
18:74207594-74231008	.74207584-74231095.vcf.VMV1
18:74230267-74281166	.74230098-74281166.vcf.VMV1
18:74279516-74292063	.74279482-74292083.vcf.VMV1
18:74290271-74301429	.74290270-74301596.vcf.VMV1
18:74300788-74465673	.74300573-74465685.vcf.VMV1
18:74454976-74815239	.74454967-74815268.vcf.VMV1
18:74811121-75032265	.74810999-75032311.vcf.VMV1
18:75031537-75089308	.75031431-75089420.vcf.VMV1
18:75087000-75116225	.75086871-75116232.vcf.VMV1
18:75110848-75217833	.75110795-75217851.vcf.VMV1
18:75215689-75386636	.75215635-75784165.m590.1_75215689-75386672.VMV1
18:75386705-75784112	.75215635-75784165.m590.2_75386672-75784112.VMV1
18:75781473-76008236	.75781418-76008237.vcf.VMV1
18:76006134-76233832	.76006119-76233884.vcf.VMV1
18:76232954-76295610	.76232927-76295629.vcf.VMV1
18:76293705-76358024	.76293671-76358090.vcf.VMV1
18:76357430-76433554	.76357424-77150884.m600.1_76357430-76433583.VMV1
18:76433616-76484237	.76357424-77150884.m600.2_76433583-76484324.VMV1
18:76484330-76735393	.76357424-77150884.m600.3_76484324-76735393.VMV1
18:76735393-76759390	.76357424-77150884.m600.4_76735393-76759554.VMV1
18:76759608-77150859	.76357424-77150884.m600.4_76759554-77150859.VMV1
18:7687995-7858765	.7687989-8253650.m148.1_7687995-7858829.VMV1
18:7858864-8253602	.7687989-8253650.m148.2_7858829-8253602.VMV1
18:77149147-77292812	.77149131-77292914.vcf.VMV1
18:77290985-77356700	.77290955-77356705.vcf.VMV1
