22:17274178-17382290	.17274081-17382360.vcf.VMV1
22:23584690-23832509	.23285473-23832540.m106.2_23584647-23832509.VMV1
22:23831434-23850130	.23831416-23850214.vcf.VMV1
22:23849456-23877458	.23849423-23877473.vcf.VMV1
22:23875230-23925566	.23875209-23925605.vcf.VMV1
22:23924080-23935269	.23923907-23935349.vcf.VMV1
22:23933236-24191053	.23933215-24191066.vcf.VMV1
22:24190066-24209860	.24190064-24209904.vcf.VMV1
22:24209115-24407334	.24209070-24407408.vcf.VMV1
22:24406143-24765379	.24406135-24986247.m122_24406143-24765379.VMV1
22:24643925-24986145	.24406135-24986247.m122_24643925-24986145.VMV1
22:24981000-25283752	.24980984-25283755.vcf.VMV1
22:25281678-25425403	.25281649-25425421.vcf.VMV1
22:25415345-25629512	.25415310-25629529.vcf.VMV1
22:25628273-25647225	.25628241-25647225.vcf.VMV1
22:25645127-25664011	.25645064-25664034.vcf.VMV1
22:25662422-25814108	.25662368-26166548.m134.1_25662422-25814131.VMV1
22:25814189-26166425	.25662368-26166548.m134.2_25814131-26166425.VMV1
22:26164984-26282103	.26164963-26282143.vcf.VMV1
22:26278590-26330370	.26278573-26330422.vcf.VMV1
22:26329309-26355805	.26329135-26355838.vcf.VMV1
22:26350506-26421188	.26350402-26421209.vcf.VMV1
22:26420278-26458211	.26420111-26458261.vcf.VMV1
22:26457258-26471046	.26457208-26471102.vcf.VMV1
22:26467139-26738312	.26467073-26738327.vcf.VMV1
22:26737377-26793191	.26737346-26793278.vcf.VMV1
22:26791828-27117899	.26791772-27117935.vcf.VMV1
22:27117188-27162404	.27117120-27162414.vcf.VMV1
22:27160469-27182961	.27160469-27183015.vcf.VMV1
22:27180102-27202663	.27180051-27202752.vcf.VMV1
22:27196912-27211876	.27196876-27211959.vcf.VMV1
22:27210846-27224134	.27210838-27224300.vcf.VMV1
22:27222194-27299366	.27222172-27299388.vcf.VMV1
22:27294222-27366329	.27294018-27366336.vcf.VMV1
22:27365455-27405668	.27365385-27405830.vcf.VMV1
22:27404385-27428860	.27404370-27428893.vcf.VMV1
22:27427206-27533095	.27427192-27533098.vcf.VMV1
22:27529498-27645013	.27529267-27645022.vcf.VMV1
22:27643916-27657150	.27643803-27657207.vcf.VMV1
22:27654997-27670606	.27654931-27670616.vcf.VMV1
22:27670250-27682602	.27670184-27682612.vcf.VMV1
22:27675359-27696933	.27675349-27696962.vcf.VMV1
22:27694071-27774457	.27693994-27774502.vcf.VMV1
22:27773685-27793289	.27773509-27793322.vcf.VMV1
22:27792500-27836058	.27792485-27836066.vcf.VMV1
22:27829661-27948557	.27829613-27948628.vcf.VMV1
22:27940446-28149330	.27940415-28149426.vcf.VMV1
22:28144343-28168491	.28144324-28168534.vcf.VMV1
22:28166860-28197992	.28166665-28198163.vcf.VMV1
22:28191192-28606789	.28191154-29457602.m198_28191192-28606789.VMV1
22:28470509-29043563	.28191154-29457602.m198_28470509-29043563.VMV1
22:28898687-29404111	.28191154-29457602.m198_28898687-29404111.VMV1
22:29282303-29457582	.28191154-29457602.m198_29282303-29457582.VMV1
22:29456671-29622705	.29456546-32665772.m200.1_29456671-29622806.VMV1
22:29622822-29651451	.29456546-32665772.m200.2_29622806-29651575.VMV1
22:29651629-29995247	.29456546-32665772.m200.3_29651629-29995247.VMV1
22:29882186-30345274	.29456546-32665772.m200.3_29882186-30345274.VMV1
22:30236109-30646938	.29456546-32665772.m200.3_30236109-30646938.VMV1
22:30646990-30955094	.29456546-32665772.m200.4_30646941-30955207.VMV1
22:30955260-31062730	.29456546-32665772.m200.5_30955207-31062848.VMV1
22:31062927-31270981	.29456546-32665772.m200.6_31062848-31271028.VMV1
22:31271183-31438687	.29456546-32665772.m200.7_31271028-31438756.VMV1
22:31438769-31816474	.29456546-32665772.m200.7_31438769-31816474.VMV1
22:31678959-32155148	.29456546-32665772.m200.7_31678959-32155148.VMV1
22:32046953-32508140	.29456546-32665772.m200.7_32046953-32508140.VMV1
22:32383369-32665768	.29456546-32665772.m200.7_32383369-32665768.VMV1
22:32664537-32829481	.32664426-32829519.vcf.VMV1
22:32827702-32919916	.32827695-32919975.vcf.VMV1
22:32916913-32951941	.32916896-32951976.vcf.VMV1
22:32950583-33000860	.32950430-33000884.vcf.VMV1
22:33000719-33122850	.33000623-33507789.m210.1_33000719-33122890.VMV1
22:33123033-33507745	.33000623-33507789.m210.2_33122890-33507745.VMV1
22:33506708-33517654	.33506693-33517660.vcf.VMV1
22:33510771-33655257	.33510715-33899071.m214.1_33510771-33655304.VMV1
22:33655333-33899020	.33510715-33899071.m214.3_33655304-33899020.VMV1
22:33898171-33968434	.33898142-33968692.vcf.VMV1
22:33967160-34068567	.33967127-34068571.vcf.VMV1
22:34066691-34357894	.34066615-34358064.vcf.VMV1
22:34355631-34494309	.34355524-35375863.m222.1_34355631-34494343.VMV1
22:34494400-34799370	.34355524-35375863.m222.2_34494343-34799391.VMV1
22:34799444-34985381	.34355524-35375863.m222.3_34799391-34985384.VMV1
22:34985425-35139577	.34355524-35375863.m222.4_34985384-35139590.VMV1
22:35139628-35375847	.34355524-35375863.m222.5_35139590-35375847.VMV1
22:35371505-35401810	.35371477-35401965.vcf.VMV1
22:35401126-35531612	.35401098-35866115.m226.1_35401126-35531655.VMV1
22:35531676-35865944	.35401098-35866115.m226.3_35531655-35865944.VMV1
22:35863943-35891110	.35863936-35891148.vcf.VMV1
22:35889404-36091882	.35889385-36091901.vcf.VMV1
22:36090821-36137223	.36090727-36137238.vcf.VMV1
22:36134094-36456180	.36134082-36637749.m234.1_36134094-36456232.VMV1
22:36456412-36637715	.36134082-36637749.m234.2_36456232-36637715.VMV1
22:36635294-36668473	.36635238-36668533.vcf.VMV1
22:36666698-36942549	.36666654-36942933.vcf.VMV1
22:36942125-36953965	.36942051-36954003.vcf.VMV1
22:36952111-37003688	.36952057-37003813.vcf.VMV1
22:37002653-37080514	.37002516-37080626.vcf.VMV1
22:37075557-37247851	.37075556-37247864.vcf.VMV1
22:37246875-37366234	.37246861-37366272.vcf.VMV1
22:37364993-37544290	.37364853-37544295.vcf.VMV1
22:37543081-37562111	.37542959-37562128.vcf.VMV1
22:37559487-37570505	.37559474-37570526.vcf.VMV1
22:37569782-37682156	.37569728-37682175.vcf.VMV1
22:37681266-37717182	.37681249-37717247.vcf.VMV1
22:37716412-37784342	.37716383-37784369.vcf.VMV1
22:37782663-37938011	.37782597-37938317.vcf.VMV1
22:37937160-37977690	.37936887-37977701.vcf.VMV1
22:37976619-38289525	.37976606-38717039.m266.1_37976619-38289525.VMV1
22:38177839-38504548	.37976606-38717039.m266.1_38177839-38504548.VMV1
22:38504673-38716953	.37976606-38717039.m266.1_38504619-38716953.VMV1
22:38708565-38865968	.38708556-38866010.vcf.VMV1
22:38864116-39314250	.38863733-39314260.vcf.VMV1
22:39306372-39363949	.39306355-39364120.vcf.VMV1
22:39361875-39411132	.39361872-39411182.vcf.VMV1
22:39410011-39575692	.39409972-39575770.vcf.VMV1
22:39573966-39657711	.39573944-40103038.m278.1_39573966-39657773.VMV1
22:39657848-39861177	.39573944-40103038.m278.2_39657773-39861465.VMV1
22:39861574-40103012	.39573944-40103038.m278.3_39861465-40103012.VMV1
22:40092165-40375298	.40092051-42875499.m280.1_40092165-40375398.VMV1
22:40375509-40762017	.40092051-42875499.m280.2_40375509-40762017.VMV1
22:40624808-41151084	.40092051-42875499.m280.2_40624808-41151084.VMV1
22:41031603-41535436	.40092051-42875499.m280.2_41031603-41535436.VMV1
22:41411938-41906486	.40092051-42875499.m280.2_41411938-41906486.VMV1
22:41778714-42281429	.40092051-42875499.m280.2_41778714-42281429.VMV1
22:42153097-42618669	.40092051-42875499.m280.2_42153097-42618669.VMV1
22:42517789-42690720	.40092051-42875499.m280.2_42517789-42690720.VMV1
22:42690827-42875480	.40092051-42875499.m280.2_42690774-42875480.VMV1
22:42870315-43155552	.42870284-43572387.m282.1_42870315-43155557.VMV1
22:43155564-43447239	.42870284-43572387.m282.3_43155564-43447239.VMV1
22:43348478-43572378	.42870284-43572387.m282.3_43348478-43572378.VMV1
22:43571297-43649125	.43571251-43649182.vcf.VMV1
22:43647212-43767602	.43647158-44295927.m286.1_43647212-43767699.VMV1
22:43767770-44063225	.43647158-44295927.m286.1_43767770-44063225.VMV1
22:43959454-44295890	.43647158-44295927.m286.1_43959454-44295890.VMV1
22:44294452-44323714	.44294450-44323776.vcf.VMV1
22:44319319-44415851	.44319247-44415942.vcf.VMV1
22:44412972-44502414	.44412962-44502416.vcf.VMV1
22:44497268-44524197	.44497113-44524233.vcf.VMV1
22:44523025-44664351	.44522997-44664379.vcf.VMV1
22:44660385-44694768	.44660235-44694863.vcf.VMV1
22:44692612-44698887	.44692579-44698898.vcf.VMV1
22:44697545-44724483	.44697511-44724496.vcf.VMV1
22:44722403-44820796	.44722366-44820853.vcf.VMV1
22:44818972-44996252	.44818943-44996267.vcf.VMV1
22:44993694-45000321	.44993629-45000341.vcf.VMV1
22:44999154-45149281	.44999102-45149292.vcf.VMV1
22:45148299-45169376	.45148274-45169423.vcf.VMV1
22:45168289-45267925	.45168270-45268110.vcf.VMV1
22:45266408-45446676	.45266330-45446695.vcf.VMV1
22:45442670-45458791	.45442662-45458809.vcf.VMV1
22:45456868-45657839	.45456773-45657923.vcf.VMV1
22:45656752-45858153	.45656682-45858187.vcf.VMV1
22:45855092-45897819	.45855070-45897834.vcf.VMV1
22:45896798-45951836	.45896763-45951930.vcf.VMV1
22:45947472-45974777	.45947135-45974835.vcf.VMV1
22:45970536-46279505	.45970493-46357165.m330.1_45970536-46279523.VMV1
22:46279531-46357151	.45970493-46357165.m330.2_46279523-46357151.VMV1
22:46352282-46514243	.46352270-46514293.vcf.VMV1
22:46512609-46577024	.46512572-46577053.vcf.VMV1
22:46570986-46836051	.46570977-46836072.vcf.VMV1
22:46833661-46915612	.46833608-46915616.vcf.VMV1
22:46914145-46927664	.46914025-46927665.vcf.VMV1
22:46927643-47109217	.46927522-47109299.vcf.VMV1
22:47106778-47298910	.47106757-47298929.vcf.VMV1
22:47298275-47447266	.47298271-47447293.vcf.VMV1
22:47446313-47494474	.47446290-47494527.vcf.VMV1
22:47492631-47568203	.47492624-47568247.vcf.VMV1
22:47567116-47599811	.47567114-47599826.vcf.VMV1
22:47574801-47657108	.47574801-47657192.vcf.VMV1
22:47654363-47830399	.47654310-47830405.vcf.VMV1
22:47828646-47939597	.47828616-47939639.vcf.VMV1
22:47938256-47983952	.47938227-47984010.vcf.VMV1
22:47977424-47997223	.47977305-47997223.vcf.VMV1
22:47994531-48212385	.47994526-48212468.vcf.VMV1
22:48211540-48271905	.48211536-48271933.vcf.VMV1
22:48270766-48483072	.48270755-48483228.vcf.VMV1
22:48482005-48545509	.48481930-48545564.vcf.VMV1
22:48544523-48655219	.48544452-48655318.vcf.VMV1
22:48652496-48704906	.48652447-48705074.vcf.VMV1
22:48701952-48742833	.48701861-48742834.vcf.VMV1
22:48741367-48749099	.48741359-48749109.vcf.VMV1
22:48746806-48811443	.48746729-48811484.vcf.VMV1
22:48810310-48904941	.48810256-48904953.vcf.VMV1
22:48903661-48974546	.48903613-48974621.vcf.VMV1
22:48969468-49177942	.48969449-49177949.vcf.VMV1
22:49175530-49263871	.49175454-49263884.vcf.VMV1
22:49262383-49388992	.49262361-49389005.vcf.VMV1
22:49381091-49525254	.49381052-49525259.vcf.VMV1
22:49524168-49558667	.49524152-49558705.vcf.VMV1
22:49556878-49662656	.49556863-49662703.vcf.VMV1
22:49657417-49753114	.49657390-49753159.vcf.VMV1
22:49752218-49778701	.49752120-49778749.vcf.VMV1
22:49777567-49802504	.49777530-49802522.vcf.VMV1
22:49800635-49841762	.49800606-49841845.vcf.VMV1
22:49839450-49911592	.49839415-49911601.vcf.VMV1
22:49911525-49928522	.49911481-49928555.vcf.VMV1
22:49927498-50110689	.49927417-50110705.vcf.VMV1
22:50108772-50351338	.50108709-50351375.vcf.VMV1
22:50350235-50490960	.50350213-50935103.m414.1_50350235-50491042.VMV1
22:50491149-50719474	.50350213-50935103.m414.2_50491042-50719613.VMV1
22:50719652-50935102	.50350213-50935103.m414.2_50719613-50935102.VMV1
22:50933308-51244163	.50933275-.vcf.VMV1
