5:10034582-10161727	.10034537-10161755.vcf.VMV1
5:111979369-112302402	.111979326-113125591.m610.1_111979369-112302426.VMV1
5:112302449-112532295	.111979326-113125591.m610.2_112302426-112532314.VMV1
5:112532342-112838971	.111979326-113125591.m610.3_112532342-112838971.VMV1
5:112737581-113107724	.111979326-113125591.m610.3_112737581-113107724.VMV1
5:113017501-113122233	.111979326-113125591.m610.3_113017501-113122233.VMV1
5:113122271-113125539	.111979326-113125591.m610.3_113122252-113125539.VMV1
5:11301055-11401558	.11301044-11401572.vcf.VMV1
5:113125270-113245805	.113125134-115081417.m612.1_113125270-113245842.VMV1
5:113245916-113294492	.113125134-115081417.m612.2_113245842-113294542.VMV1
5:113294701-113394956	.113125134-115081417.m612.3_113294542-113394970.VMV1
5:113394978-113604608	.113125134-115081417.m612.4_113394970-113604612.VMV1
5:113604641-113781380	.113125134-115081417.m612.5_113604612-113781625.VMV1
5:113781675-114029022	.113125134-115081417.m612.6_113781675-114029022.VMV1
5:113949681-114237661	.113125134-115081417.m612.6_113949681-114237661.VMV1
5:114176471-114451846	.113125134-115081417.m612.6_114176471-114451846.VMV1
5:114452054-114529895	.113125134-115081417.m612.7_114451940-114529899.VMV1
5:114529965-114682489	.113125134-115081417.m612.8_114529899-114682489.VMV1
5:114682489-114830389	.113125134-115081417.m612.9_114682489-114830453.VMV1
5:114830736-115081337	.113125134-115081417.m612.9_114830453-115081337.VMV1
5:11396377-11429143	.11396319-11429193.vcf.VMV1
5:11428200-11527970	.11428191-11527999.vcf.VMV1
5:115081037-115121239	.115080996-115121297.vcf.VMV1
5:115119269-115376946	.115119239-115376956.vcf.VMV1
5:11527241-11648612	.11527194-11648700.vcf.VMV1
5:115376212-115593211	.115376195-115831964.m618_115376212-115593211.VMV1
5:115517569-115831873	.115376195-115831964.m618_115517569-115831873.VMV1
5:115830207-115845143	.115830194-115845163.vcf.VMV1
5:115844062-115941833	.115844023-115941851.vcf.VMV1
5:115940326-115947929	.115940303-115947998.vcf.VMV1
5:115947198-115975749	.115947172-115975809.vcf.VMV1
5:115975290-116195586	.115975265-116195630.vcf.VMV1
5:116191812-116207916	.116191791-116207929.vcf.VMV1
5:116207167-116370617	.116207162-116370623.vcf.VMV1
5:116368869-116540669	.116368856-117347472.m634.1_116368869-116540672.VMV1
5:116540713-116666153	.116368856-117347472.m634.2_116540672-116666230.VMV1
5:116666248-116719796	.116368856-117347472.m634.4_116666230-116719804.VMV1
5:116719813-117081085	.116368856-117347472.m634.5_116719804-117081142.VMV1
5:117081164-117347414	.116368856-117347472.m634.5_117081142-117347414.VMV1
5:11646954-11850807	.11646935-11850851.vcf.VMV1
5:117346213-117690611	.117346128-119670011.m636.1_117346213-117690722.VMV1
5:117690735-117715071	.117346128-119670011.m636.2_117690722-117715126.VMV1
5:117715135-117947543	.117346128-119670011.m636.3_117715126-117947598.VMV1
5:117947619-117967481	.117346128-119670011.m636.4_117947598-117967494.VMV1
5:117967505-118059851	.117346128-119670011.m636.5_117967494-118059941.VMV1
5:118059990-118353830	.117346128-119670011.m636.6_118059990-118353830.VMV1
5:118252764-118608572	.117346128-119670011.m636.6_118252764-118608572.VMV1
5:118608673-118675446	.117346128-119670011.m636.7_118608633-118675515.VMV1
5:118675585-118959740	.117346128-119670011.m636.7_118675585-118959740.VMV1
5:118868593-119244208	.117346128-119670011.m636.7_118868593-119244208.VMV1
5:119140564-119516731	.117346128-119670011.m636.7_119140564-119516731.VMV1
5:119433039-119669959	.117346128-119670011.m636.7_119433039-119669959.VMV1
5:11812797-12129340	.11812795-13612947.m168_11812797-12129340.VMV1
5:12017940-12458678	.11812795-13612947.m168_12017940-12458678.VMV1
5:12349627-12773303	.11812795-13612947.m168_12349627-12773303.VMV1
5:12670520-13051752	.11812795-13612947.m168_12670520-13051752.VMV1
5:12972732-13308559	.11812795-13612947.m168_12972732-13308559.VMV1
5:13223415-13612875	.11812795-13612947.m168_13223415-13612875.VMV1
5:119668338-119868925	.119668287-120966521.m638.1_119668338-119868957.VMV1
5:119868987-120154380	.119668287-120966521.m638.2_119868987-120154380.VMV1
5:120065873-120417336	.119668287-120966521.m638.2_120065873-120417336.VMV1
5:120332208-120477426	.119668287-120966521.m638.2_120332208-120477426.VMV1
5:120477639-120759088	.119668287-120966521.m638.3_120477639-120759088.VMV1
5:120668995-120948697	.119668287-120966521.m638.3_120668995-120948697.VMV1
5:120948751-120966511	.119668287-120966521.m638.3_120948731-120966511.VMV1
5:120965166-121182823	.120965154-121182829.vcf.VMV1
5:121180288-121190450	.121180214-121190463.vcf.VMV1
5:121187466-121490031	.121187411-121490039.vcf.VMV1
5:1213970-1415875	.1213966-1415885.vcf.VMV1
5:121484124-121746802	.121484114-123194768.m646.1_121484124-121746819.VMV1
5:121746828-121838731	.121484114-123194768.m646.2_121746819-121838759.VMV1
5:121838773-121927361	.121484114-123194768.m646.3_121838759-121927373.VMV1
5:121927446-122246270	.121484114-123194768.m646.4_121927446-122246270.VMV1
5:122129469-122434391	.121484114-123194768.m646.4_122129469-122434391.VMV1
5:122434490-122605351	.121484114-123194768.m646.5_122434468-122605410.VMV1
5:122605426-122959365	.121484114-123194768.m646.5_122605426-122959365.VMV1
5:122828038-123194690	.121484114-123194768.m646.5_122828038-123194690.VMV1
5:123193814-123240926	.123193782-123240953.vcf.VMV1
5:123240229-123629688	.123240175-123629712.vcf.VMV1
5:123622599-123798895	.123622589-123798897.vcf.VMV1
5:123797793-123905397	.123797724-123905478.vcf.VMV1
5:123903840-123915576	.123903781-123915602.vcf.VMV1
5:123911988-124066859	.123911979-124491343.m658.1_123911988-124066939.VMV1
5:124067019-124109308	.123911979-124491343.m658.2_124066939-124109323.VMV1
5:124109354-124207138	.123911979-124491343.m658.3_124109323-124207200.VMV1
5:124207278-124491322	.123911979-124491343.m658.4_124207200-124491322.VMV1
5:124490752-124854331	.124490719-124854378.vcf.VMV1
5:124854067-125129078	.124853947-125129114.vcf.VMV1
5:125126816-125392886	.125126770-125786452.m664.1_125126816-125392886.VMV1
5:125301721-125670007	.125126770-125786452.m664.1_125301721-125670007.VMV1
5:125574338-125700410	.125126770-125786452.m664.1_125574338-125700410.VMV1
5:125700458-125786435	.125126770-125786452.m664.1_125700420-125786435.VMV1
5:125785449-125802359	.125785443-125802365.vcf.VMV1
5:125801135-125884057	.125801115-125884096.vcf.VMV1
5:125881212-125902315	.125881141-125902416.vcf.VMV1
5:125900861-126195578	.125900846-126195682.vcf.VMV1
5:126193449-126534961	.126193437-126942300.m674.1_126193449-126534961.VMV1
5:126441818-126701383	.126193437-126942300.m674.1_126441818-126701383.VMV1
5:126701603-126942176	.126193437-126942300.m674.1_126701406-126942176.VMV1
5:126938777-126987897	.126938509-126987905.vcf.VMV1
5:126985909-127345351	.126985840-128734001.m678.1_126985909-127345434.VMV1
5:127345493-127729008	.126985840-128734001.m678.2_127345493-127729008.VMV1
5:127602292-128056790	.126985840-128734001.m678.2_127602292-128056790.VMV1
5:127952251-128061740	.126985840-128734001.m678.2_127952251-128061740.VMV1
5:128061959-128384638	.126985840-128734001.m678.3_128061959-128384638.VMV1
5:128281347-128504564	.126985840-128734001.m678.3_128281347-128504564.VMV1
5:128504679-128733995	.126985840-128734001.m678.3_128504621-128733995.VMV1
5:128732524-128875421	.128732509-132139837.m680.1_128732524-128875426.VMV1
5:128875448-129194680	.128732509-132139837.m680.2_128875448-129194680.VMV1
5:129090864-129517897	.128732509-132139837.m680.2_129090864-129517897.VMV1
5:129518318-129851432	.128732509-132139837.m680.3_129518318-129851432.VMV1
5:129736841-130181106	.128732509-132139837.m680.3_129736841-130181106.VMV1
5:130068138-130501101	.128732509-132139837.m680.3_130068138-130501101.VMV1
5:130392731-130851679	.128732509-132139837.m680.3_130392731-130851679.VMV1
5:130731418-131207161	.128732509-132139837.m680.3_130731418-131207161.VMV1
5:131086944-131526190	.128732509-132139837.m680.3_131086944-131526190.VMV1
5:131418790-131874974	.128732509-132139837.m680.3_131418790-131874974.VMV1
5:131750303-132006201	.128732509-132139837.m680.3_131750303-132006201.VMV1
5:132006367-132139705	.128732509-132139837.m680.3_132006334-132139705.VMV1
5:132138324-132475055	.132138244-132618146.m682.1_132138324-132475119.VMV1
5:132475136-132618115	.132138244-132618146.m682.2_132475119-132618115.VMV1
5:132610363-132668335	.132610327-132668406.vcf.VMV1
5:132666762-132842106	.132666622-133247867.m686.1_132666762-132842306.VMV1
5:132842355-133011017	.132666622-133247867.m686.2_132842306-133011031.VMV1
5:133011035-133247842	.132666622-133247867.m686.3_133011031-133247842.VMV1
5:133243535-133262585	.133243522-133262591.vcf.VMV1
5:133259817-133417512	.133259796-134564164.m690.1_133259817-133417526.VMV1
5:133417559-133825778	.133259796-134564164.m690.2_133417526-133825837.VMV1
5:133825912-134214053	.133259796-134564164.m690.3_133825912-134214053.VMV1
5:134084833-134382366	.133259796-134564164.m690.3_134084833-134382366.VMV1
5:134382830-134564109	.133259796-134564164.m690.4_134382489-134564109.VMV1
5:134562837-134572385	.134562665-134572393.vcf.VMV1
5:134569369-134600424	.134569291-134600439.vcf.VMV1
5:134598582-134831852	.134598569-134831878.vcf.VMV1
5:134831392-134968851	.134831355-134968869.vcf.VMV1
5:134966865-135344667	.134966861-135344673.vcf.VMV1
5:135337920-135783182	.135337915-136377056.m702.1_135337920-135783215.VMV1
5:135783271-135859578	.135337915-136377056.m702.2_135783215-135859660.VMV1
5:135859747-136035742	.135337915-136377056.m702.3_135859660-136035918.VMV1
5:136035923-136376992	.135337915-136377056.m702.3_136035918-136376992.VMV1
5:13610706-13635155	.13610295-13635265.vcf.VMV1
5:13634479-13741180	.13634476-13741193.vcf.VMV1
5:139719198-140118365	.136374105-141248212.m704.10_139719198-140118365.VMV1
5:140004777-140482252	.136374105-141248212.m704.10_140004777-140482252.VMV1
5:140342202-140645971	.136374105-141248212.m704.10_140342202-140645971.VMV1
5:140646284-141064089	.136374105-141248212.m704.11_140646159-141064123.VMV1
5:136374223-136734605	.136374105-141248212.m704.1_136374223-136734694.VMV1
5:141064294-141248208	.136374105-141248212.m704.12_141064123-141248208.VMV1
5:136734770-136944260	.136374105-141248212.m704.2_136734694-136944285.VMV1
5:136944297-137363254	.136374105-141248212.m704.4_136944297-137363254.VMV1
5:137219440-137798795	.136374105-141248212.m704.4_137219440-137798795.VMV1
5:137659831-137948218	.136374105-141248212.m704.4_137659831-137948218.VMV1
5:137948302-138305788	.136374105-141248212.m704.5_137948302-138305788.VMV1
5:138184802-138719690	.136374105-141248212.m704.5_138184802-138719690.VMV1
5:138589219-139144903	.136374105-141248212.m704.5_138589219-139144903.VMV1
5:139144953-139223863	.136374105-141248212.m704.6_139144921-139223940.VMV1
5:139224161-139410687	.136374105-141248212.m704.7_139223940-139410816.VMV1
5:139410834-139460202	.136374105-141248212.m704.8_139410816-139460209.VMV1
5:139460236-139719150	.136374105-141248212.m704.9_139460209-139719182.VMV1
5:13740465-14035072	.13740421-14035075.vcf.VMV1
5:14033959-14070480	.14033919-14070480.vcf.VMV1
5:14068729-14479416	.14068719-14560647.m178.1_14068729-14479466.VMV1
5:14479561-14560646	.14068719-14560647.m178.1_14479466-14560646.VMV1
5:1412489-1553201	.1412428-1553219.vcf.VMV1
5:141244927-141392572	.141244890-141392581.vcf.VMV1
5:141390948-141642881	.141390842-141642919.vcf.VMV1
5:141641565-141825893	.141641542-141826061.vcf.VMV1
5:141825676-141852764	.141825500-141852918.vcf.VMV1
5:141852356-141862817	.141852295-141862873.vcf.VMV1
5:141862610-141973026	.141862482-141973031.vcf.VMV1
5:141970280-142000086	.141970104-142000146.vcf.VMV1
5:141998180-142027171	.141997786-142027243.vcf.VMV1
5:142024678-142075719	.142024639-142075848.vcf.VMV1
5:142073939-142464438	.142073891-142464453.vcf.VMV1
5:142462232-142530013	.142462070-142530069.vcf.VMV1
5:142523066-142623329	.142522944-143045592.m728.1_142523066-142623379.VMV1
5:142623471-143045586	.142522944-143045592.m728.2_142623379-143045586.VMV1
5:143040083-143242683	.143040027-144697324.m730.1_143040083-143242836.VMV1
5:143242866-143355325	.143040027-144697324.m730.2_143242836-143355400.VMV1
5:143355421-143399781	.143040027-144697324.m730.3_143355400-143399792.VMV1
5:143399863-143728612	.143040027-144697324.m730.3_143399863-143728612.VMV1
5:143605829-144036849	.143040027-144697324.m730.3_143605829-144036849.VMV1
5:143942470-144343146	.143040027-144697324.m730.3_143942470-144343146.VMV1
5:144235695-144664364	.143040027-144697324.m730.3_144235695-144664364.VMV1
5:144557529-144697265	.143040027-144697324.m730.3_144557529-144697265.VMV1
5:144696247-144943593	.144696219-145245614.m732.1_144696247-144943624.VMV1
5:144943683-145245479	.144696219-145245614.m732.2_144943624-145245479.VMV1
5:145244041-145318791	.145244041-145318860.vcf.VMV1
5:145316653-145711041	.145316632-145804866.m736.1_145316653-145711299.VMV1
5:145711459-145804845	.145316632-145804866.m736.1_145711299-145804845.VMV1
5:14559497-14860736	.14559473-14860787.vcf.VMV1
5:145804417-145925012	.145804389-146435371.m738.1_145804417-145925016.VMV1
5:145925168-146065853	.145804389-146435371.m738.2_145925016-146065869.VMV1
5:146065878-146435357	.145804389-146435371.m738.3_146065869-146435357.VMV1
5:146434763-146483570	.146434473-146483584.vcf.VMV1
5:146482671-146562002	.146482612-146562028.vcf.VMV1
5:146556090-146614046	.146556060-146614173.vcf.VMV1
5:146612555-146681902	.146612544-146681915.vcf.VMV1
5:146680807-146814133	.146680772-146814138.vcf.VMV1
5:146800538-147183902	.146800430-147184140.vcf.VMV1
5:147182541-147290854	.147182465-147290856.vcf.VMV1
5:147290608-147683522	.147290464-147684035.vcf.VMV1
5:147658279-147865232	.147658226-147865470.vcf.VMV1
5:147857335-148174319	.147857335-148174357.vcf.VMV1
5:148172277-148217637	.148172275-148217737.vcf.VMV1
5:148216369-148549435	.148216360-148549481.vcf.VMV1
5:148548523-148783382	.148548471-148783479.vcf.VMV1
5:14858202-14908592	.14858108-14908593.vcf.VMV1
5:148782005-148811116	.148781946-148811117.vcf.VMV1
5:148808793-149026104	.148808774-149276248.m768.1_148808793-149026141.VMV1
5:149026271-149276218	.148808774-149276248.m768.2_149026141-149276218.VMV1
5:14907962-14989840	.14907909-14989894.vcf.VMV1
5:149273682-149340009	.149273640-149340049.vcf.VMV1
5:149339199-149543790	.149339083-149543801.vcf.VMV1
5:149541956-149687456	.149541952-149687475.vcf.VMV1
5:149683508-149797265	.149683400-149797268.vcf.VMV1
5:149796087-149851994	.149796086-149852022.vcf.VMV1
5:149847822-149992166	.149847660-149992319.vcf.VMV1
5:14989259-15301519	.14989211-15940053.m186.1_14989259-15301519.VMV1
5:15190117-15412102	.14989211-15940053.m186.1_15190117-15412102.VMV1
5:15412119-15743817	.14989211-15940053.m186.1_15412119-15743817.VMV1
5:15640794-15940047	.14989211-15940053.m186.1_15640794-15940047.VMV1
5:149991587-150400929	.149991525-150484708.m782.1_149991587-150400948.VMV1
5:150401065-150484621	.149991525-150484708.m782.1_150400948-150484621.VMV1
5:150483396-150564365	.150483377-150564384.vcf.VMV1
5:150560827-150913872	.150560821-150913889.vcf.VMV1
5:150912315-150920157	.150911940-150920337.vcf.VMV1
5:150916826-150974199	.150916801-150974211.vcf.VMV1
5:150970829-151344962	.150970741-151344964.vcf.VMV1
5:151344317-151656595	.151344306-152902321.m794.1_151344317-151656632.VMV1
5:151656638-151970096	.151344306-152902321.m794.2_151656638-151970096.VMV1
5:151863586-152312444	.151344306-152902321.m794.2_151863586-152312444.VMV1
5:152200151-152652969	.151344306-152902321.m794.2_152200151-152652969.VMV1
5:152542354-152786732	.151344306-152902321.m794.2_152542354-152786732.VMV1
5:152787201-152902277	.151344306-152902321.m794.2_152787079-152902277.VMV1
5:152901416-152979000	.152901405-153774066.m796.1_152901416-152979244.VMV1
5:152979246-153051469	.152901405-153774066.m796.2_152979244-153051520.VMV1
5:153051613-153376489	.152901405-153774066.m796.2_153051613-153376489.VMV1
5:153272045-153721866	.152901405-153774066.m796.2_153272045-153721866.VMV1
5:153614214-153774012	.152901405-153774066.m796.2_153614214-153774012.VMV1
5:153772778-153898713	.153772767-154450386.m798.1_153772778-153898761.VMV1
5:153898783-154011108	.153772767-154450386.m798.2_153898761-154011336.VMV1
5:154011339-154450320	.153772767-154450386.m798.2_154011336-154450320.VMV1
5:154449389-154601304	.154449359-154601320.vcf.VMV1
5:154600852-154762166	.154600826-155374613.m802.1_154600852-154762209.VMV1
5:154762320-155076113	.154600826-155374613.m802.2_154762320-155076113.VMV1
5:154974464-155290768	.154600826-155374613.m802.2_154974464-155290768.VMV1
5:155290888-155374568	.154600826-155374613.m802.2_155290845-155374568.VMV1
5:1551445-1765004	.1551382-1765014.vcf.VMV1
5:155372997-155457318	.155372992-155457398.vcf.VMV1
5:155456295-155771022	.155456282-156629801.m806_155456295-155771022.VMV1
5:155664401-156060253	.155456282-156629801.m806_155664401-156060253.VMV1
5:155967868-156382442	.155456282-156629801.m806_155967868-156382442.VMV1
5:156282089-156629754	.155456282-156629801.m806_156282089-156629754.VMV1
5:156627661-156939880	.156627648-157586196.m808.1_156627661-156939880.VMV1
5:156837478-157162283	.156627648-157586196.m808.1_156837478-157162283.VMV1
5:157162435-157192956	.156627648-157586196.m808.2_157162359-157192970.VMV1
5:157193087-157531621	.156627648-157586196.m808.3_157192970-157531644.VMV1
5:157531738-157586189	.156627648-157586196.m808.3_157531644-157586189.VMV1
5:157584266-157905650	.157584113-158502312.m810.1_157584266-157905650.VMV1
5:157803163-158060503	.157584113-158502312.m810.1_157803163-158060503.VMV1
5:158060592-158502246	.157584113-158502312.m810.2_158060529-158502246.VMV1
5:158500615-158951453	.158500608-158951606.vcf.VMV1
5:158945192-159140390	.158945145-159140501.vcf.VMV1
5:159137355-159183464	.159137294-159183473.vcf.VMV1
5:159181982-159258084	.159181981-159258088.vcf.VMV1
5:159257723-159295537	.159257706-159295598.vcf.VMV1
5:159293983-159402398	.159293965-159402475.vcf.VMV1
5:15932954-16038123	.15932857-16038126.vcf.VMV1
5:159389407-159665485	.159389312-159665492.vcf.VMV1
5:159664437-159974937	.159664398-159974989.vcf.VMV1
5:159974695-160193881	.159974583-161694696.m828.1_159974695-160193967.VMV1
5:160193979-160353623	.159974583-161694696.m828.2_160193967-160353761.VMV1
5:160353764-160397613	.159974583-161694696.m828.3_160353761-160397679.VMV1
5:160398073-160687218	.159974583-161694696.m828.4_160398073-160687218.VMV1
5:160598248-160910101	.159974583-161694696.m828.4_160598248-160910101.VMV1
5:160910193-161234620	.159974583-161694696.m828.5_160910193-161234620.VMV1
5:161141670-161482464	.159974583-161694696.m828.5_161141670-161482464.VMV1
5:161482607-161694489	.159974583-161694696.m828.5_161482514-161694489.VMV1
5:16037073-16105192	.16036993-16105293.vcf.VMV1
5:16104101-16412894	.16104039-16412927.vcf.VMV1
5:161693127-161880375	.161693119-161880377.vcf.VMV1
5:161878675-162091266	.161878655-162382579.m832.1_161878675-162091277.VMV1
5:162091296-162382486	.161878655-162382579.m832.2_162091277-162382486.VMV1
5:162380657-162677944	.162380656-163126384.m834.1_162380657-162677959.VMV1
5:162677962-162745158	.162380656-163126384.m834.2_162677959-162745161.VMV1
5:162745188-163126380	.162380656-163126384.m834.3_162745161-163126380.VMV1
5:163125191-163524422	.163125107-163524478.vcf.VMV1
5:163522747-163774980	.163522747-163775060.vcf.VMV1
5:163770425-163804049	.163770281-163804122.vcf.VMV1
5:163802896-164195084	.163802627-164952528.m842.1_163802896-164195291.VMV1
5:164195525-164511863	.163802627-164952528.m842.3_164195525-164511863.VMV1
5:164424297-164793334	.163802627-164952528.m842.3_164424297-164793334.VMV1
5:164793493-164952499	.163802627-164952528.m842.3_164793402-164952499.VMV1
5:16412173-16594583	.16412131-16594600.vcf.VMV1
5:164952121-164982789	.164952009-164982935.vcf.VMV1
5:164980278-165029756	.164980235-165029777.vcf.VMV1
5:165026877-165083282	.165026869-165083290.vcf.VMV1
5:165082284-165090185	.165082265-165090194.vcf.VMV1
5:165088855-165295411	.165088821-165295415.vcf.VMV1
5:165292899-165623737	.165292897-165623739.vcf.VMV1
5:165621440-165645875	.165621388-165645892.vcf.VMV1
5:165640682-165886820	.165640667-165886838.vcf.VMV1
5:165884653-166213605	.165884649-166293235.m860.1_165884653-166213608.VMV1
5:166213615-166293228	.165884649-166293235.m860.1_166213608-166293228.VMV1
5:16593640-16729705	.16593637-16729740.vcf.VMV1
5:166291016-166435813	.166290984-166435927.vcf.VMV1
5:166433545-166853772	.166433457-166853778.vcf.VMV1
5:166847039-166865695	.166847039-166865729.vcf.VMV1
5:166864534-166974323	.166864522-166974349.vcf.VMV1
5:166972568-167059677	.166972474-167059710.vcf.VMV1
5:167057870-167402496	.167057697-167402520.vcf.VMV1
5:16726213-16762107	.16726081-16762208.vcf.VMV1
5:167400576-167765359	.167400536-167765397.vcf.VMV1
5:16755785-16830671	.16755637-16830887.vcf.VMV1
5:167764129-167874312	.167764120-168204374.m876.1_167764129-167874374.VMV1
5:167874422-168204370	.167764120-168204374.m876.2_167874374-168204370.VMV1
5:168203564-168345449	.168203563-168345465.vcf.VMV1
5:16828870-16964534	.16828762-16964587.vcf.VMV1
5:168341340-168526376	.168341167-168526437.vcf.VMV1
5:168525193-168560116	.168525187-168560137.vcf.VMV1
5:168556720-168755960	.168556661-168755961.vcf.VMV1
5:168755090-168841494	.168755089-168841513.vcf.VMV1
5:168838090-169114140	.168838033-169353919.m888.1_168838090-169114255.VMV1
5:169114370-169353791	.168838033-169353919.m888.1_169114255-169353791.VMV1
5:169351937-169506851	.169351898-169506899.vcf.VMV1
5:169505282-169634931	.169505269-169635053.vcf.VMV1
5:169633156-169690411	.169633139-169690550.vcf.VMV1
5:16963443-16989582	.16963368-16989617.vcf.VMV1
5:169689127-169746493	.169689058-169746527.vcf.VMV1
5:169744317-169819656	.169744300-169819740.vcf.VMV1
5:169816099-169928598	.169816033-169928686.vcf.VMV1
5:16989080-17095269	.16989079-17095309.vcf.VMV1
5:169925332-170110009	.169925052-170110130.vcf.VMV1
5:170107146-170179484	.170107008-170179485.vcf.VMV1
5:170178362-170485411	.170178361-170911424.m906.1_170178362-170485411.VMV1
5:170375129-170747723	.170178361-170911424.m906.1_170375129-170747723.VMV1
5:170747741-170911380	.170178361-170911424.m906.1_170747732-170911380.VMV1
5:170910219-171075718	.170910176-171075784.vcf.VMV1
5:17094243-17402140	.17094231-17402182.vcf.VMV1
5:171073263-171105457	.171073086-171105463.vcf.VMV1
5:171102711-171260492	.171102671-171260523.vcf.VMV1
5:171253832-171477355	.171253827-171477542.vcf.VMV1
5:171471773-171556342	.171471731-172285638.m916.1_171471773-171556433.VMV1
5:171556490-171626403	.171471731-172285638.m916.2_171556433-171626489.VMV1
5:171626549-171775155	.171471731-172285638.m916.3_171626489-171775286.VMV1
5:171775333-171900050	.171471731-172285638.m916.4_171775286-171900052.VMV1
5:171900064-172285605	.171471731-172285638.m916.5_171900052-172285605.VMV1
5:172282498-172682658	.172282472-172682667.vcf.VMV1
5:172678547-172696413	.172678487-172696444.vcf.VMV1
5:172695331-172758076	.172695241-172758152.vcf.VMV1
5:172749961-172766529	.172749907-172766545.vcf.VMV1
5:172764125-172827009	.172764100-172827012.vcf.VMV1
5:172825787-172871666	.172825731-172871687.vcf.VMV1
5:172869156-173160613	.172869148-173160646.vcf.VMV1
5:173160047-173186260	.173159981-173186335.vcf.VMV1
5:173183131-173575599	.173183086-173616533.m934.1_173183131-173575628.VMV1
